unixtime,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,quat_w,quat_x,quat_y,quat_z
1648531522650,1.2878,-0.5418,0.2481,4.75,35.97,-24.45,0.4843,0.5312,0.2656,-0.625
1648531522680,0.9343,-0.142,0.3737,14.93,4.02,-44.14,0.4843,0.5312,0.2656,-0.6406
1648531522710,0.6452,0.0421,0.3764,17.13,-59.39,-40.54,0.4843,0.5312,0.2812,-0.6406
1648531522740,0.6943,0.0893,0.5699,28.53,-207.62,-46.95,0.4687,0.5468,0.3125,-0.625
1648531522770,0.6343,0.0592,0.375,51.15,-342.31,-50.91,0.4375,0.5781,0.3593,-0.5781
1648531522800,0.3884,0.0161,-0.0107,65.97,-413.59,-35.48,0.4062,0.625,0.4062,-0.5156
1648531522830,1.1289,0.0006,-0.5759,65.48,-346.46,-16.4,0.3593,0.6562,0.4687,-0.4531
1648531522860,0.8459,-0.0222,-0.8109,32.74,-152.01,29.81,0.3437,0.6875,0.4843,-0.4062
1648531522890,1.4116,-0.0858,-0.8898,-3.65,-21.52,30.48,0.3281,0.6875,0.5,-0.375
1648531522920,1.499,-0.0452,-0.6212,-15.42,197.13,24.51,0.3437,0.6875,0.4843,-0.3906
1648531522950,1.1302,-0.0919,-0.5328,-18.41,332.5,22.25,0.3906,0.6562,0.4531,-0.4531
1648531522980,1.7418,-0.2032,-0.6939,-28.84,609.69,15.3,0.4375,0.6093,0.3906,-0.5312
1648531523010,0.3928,-0.5938,-0.496,-89.75,1017.5,52.68,0.5,0.4843,0.2656,-0.6562
1648531523040,0.1301,-1.6,1.0214,-41.21,730.24,7.13,0.5468,0.3281,0.1093,-0.75
1648531523070,1.3493,-1.3725,1.1578,73.71,279.08,-110.97,0.5468,0.25,0.0625,-0.7968
1648531523100,0.6037,-0.9725,1.0888,77.92,210.42,-106.64,0.5312,0.1875,0.0468,-0.8281
1648531523130,0.2525,-0.1689,0.5843,92.37,-15.42,-114.81,0.5156,0.1562,0.0468,-0.8437
1648531523160,-0.3524,0.5792,0.291,11.03,-131.76,-96.52,0.5,0.1718,0.0781,-0.8437
1648531523190,-0.961,1.0501,0.6531,-25.67,-242.25,-23.65,0.4843,0.2031,0.1093,-0.8437
1648531523220,0.0057,0.9367,0.6892,13.17,-371.52,41.7,0.4687,0.2812,0.1562,-0.8281
1648531523250,2.1903,0.2329,0.5312,10.24,-62.62,30.12,0.4687,0.3125,0.1875,-0.7968
1648531523280,2.1572,-0.8452,0.3515,-29.32,-37.74,-92.25,0.4531,0.3281,0.1875,-0.7968
1648531523310,1.5546,-0.4887,0.1586,-58.65,-124.75,-186.95,0.4218,0.3593,0.2031,-0.8125
1648531523340,1.0465,-0.7474,0.306,-90.06,-92.19,-209.51,0.3593,0.375,0.2187,-0.8281
1648531523370,0.6131,-0.691,0.4157,-87.68,-58.96,-199.08,0.2968,0.3906,0.2187,-0.8437
1648531523400,0.3049,-0.3508,0.3931,-83.78,-48.59,-167.5,0.25,0.4062,0.2187,-0.8593
1648531523430,0.528,-0.0581,0.4545,-89.14,-102.13,-125.79,0.2031,0.4218,0.2187,-0.8593
1648531523460,0.601,0.3935,0.2163,-118.23,-128.23,-87.31,0.1718,0.4375,0.2187,-0.8593
1648531523490,0.6101,0.3372,0.5865,-144.39,-114.26,-46.28,0.125,0.4687,0.1875,-0.8593
1648531523520,0.8328,0.4157,0.4444,-146.52,-150.91,-34.39,0.0937,0.5,0.1718,-0.8437
1648531523550,0.8518,0.296,0.7008,-157.74,-93.9,-19.26,0.0625,0.5312,0.1406,-0.8281
1648531523580,0.6771,0.3862,0.5125,-150.3,-70.85,-15.3,0.0312,0.5468,0.1093,-0.8281
1648531523610,0.6932,0.3524,0.6564,-152.74,-65.06,-17.56,0.0,0.5625,0.0781,-0.8281
1648531523640,0.6297,0.3265,0.5809,-139.63,-101.15,-24.45,-0.0312,0.5781,0.0625,-0.8125
1648531523670,0.8112,0.3153,0.4572,-138.29,-65.67,-20.18,-0.0468,0.5937,0.0312,-0.8125
1648531523700,0.5501,0.2382,0.5158,-133.23,-30.54,-15.54,-0.0781,0.5937,0.0,-0.7968
1648531523730,1.0745,0.4412,0.1549,-105.0,-97.68,-32.8,-0.1093,0.6093,-0.0156,-0.7968
1648531523760,0.6749,0.7009,0.1126,-111.28,-187.01,-48.84,-0.125,0.625,-0.0312,-0.7656
1648531523790,1.2473,1.1499,-0.5635,-121.64,-285.48,-79.87,-0.1562,0.6718,-0.0468,-0.7187
1648531523820,1.8165,1.1275,-0.7493,-150.0,-122.13,-62.62,-0.2031,0.7187,-0.0625,-0.6718
1648531523850,1.4506,1.1394,-0.7108,-184.45,-39.69,-57.8,-0.25,0.7187,-0.0781,-0.6562
1648531523880,0.9172,0.9255,-0.5283,-179.81,-190.79,-31.03,-0.2812,0.7187,-0.1093,-0.625
1648531523910,1.0019,0.6727,-0.5488,-142.13,-223.41,13.29,-0.3125,0.75,-0.1562,-0.5625
1648531523940,0.8548,0.3868,-0.6402,-131.7,-90.6,57.43,-0.3281,0.7656,-0.1875,-0.5312
1648531523970,0.7622,-0.0538,-0.2165,-128.9,45.97,66.76,-0.3437,0.75,-0.2187,-0.5312
1648531524000,0.3823,-0.1059,0.21,-103.9,124.57,68.78,-0.3593,0.7187,-0.25,-0.5468
1648531524030,0.5496,-0.0858,0.0113,-69.02,33.53,55.18,-0.375,0.6875,-0.2656,-0.5625
1648531524060,0.8282,-0.212,-0.0897,-59.2,-1.21,46.4,-0.375,0.6875,-0.2812,-0.5625
1648531524090,1.7927,-0.2064,-0.2304,-57.5,67.37,31.15,-0.375,0.6718,-0.2968,-0.5625
1648531524120,1.3593,-0.2258,-0.1925,-60.73,67.07,9.2,-0.3906,0.6562,-0.2968,-0.5781
1648531524150,2.1092,-0.3371,-0.1088,-39.63,-59.63,-69.02,-0.4062,0.6562,-0.3125,-0.5781
1648531524180,1.4603,-0.1726,-0.0303,-22.74,-2.68,-121.46,-0.4218,0.6562,-0.2968,-0.5625
1648531524210,0.8957,-0.0136,-0.0721,-2.8,-41.21,-134.45,-0.4375,0.6718,-0.2812,-0.5312
1648531524240,0.6875,-0.0179,0.0914,6.95,-56.76,-124.14,-0.4531,0.6875,-0.2656,-0.5156
1648531524270,0.4725,0.0755,0.0327,19.93,-64.69,-93.29,-0.4531,0.7031,-0.25,-0.5
1648531524300,0.3853,0.1668,0.0429,23.71,-73.59,-47.8,-0.4531,0.7187,-0.25,-0.4687
1648531524330,0.221,0.2248,0.1658,38.53,-102.07,1.4,-0.4531,0.7343,-0.25,-0.4531
1648531524360,0.4669,0.3475,-0.22,42.31,-137.19,37.62,-0.4375,0.75,-0.2656,-0.4375
1648531524390,0.6252,0.461,-0.3446,17.19,-62.37,65.54,-0.4062,0.7656,-0.2812,-0.4218
1648531524420,0.3691,0.4486,-0.2687,0.18,-105.67,74.2,-0.4062,0.7656,-0.2968,-0.4218
1648531524450,1.0275,0.4583,-0.9554,-30.18,-119.39,59.02,-0.3906,0.7656,-0.3281,-0.3906
1648531524480,1.0649,0.1561,-0.7629,-30.79,-34.39,64.69,-0.375,0.7656,-0.3593,-0.3906
1648531524510,1.0736,0.0955,-0.9367,-10.18,-41.7,73.78,-0.375,0.7656,-0.375,-0.375
1648531524540,0.9805,-0.2214,-1.0057,19.51,-27.86,96.89,-0.3593,0.7656,-0.3906,-0.3906
1648531524570,0.9412,-0.5474,-0.7094,52.86,-2.56,106.89,-0.3281,0.75,-0.4218,-0.3906
1648531524600,0.6154,-0.7139,-0.6346,85.42,-28.29,117.25,-0.2968,0.75,-0.4375,-0.4062
1648531524630,0.758,-0.7481,-0.8048,91.76,-61.64,108.29,-0.2656,0.75,-0.4531,-0.4218
1648531524660,0.58,-0.7337,-0.56,81.76,-36.34,100.42,-0.2187,0.75,-0.4687,-0.4218
1648531524690,0.5186,-0.6616,-0.6765,76.76,-54.51,92.74,-0.1875,0.7343,-0.4843,-0.4375
1648531524720,0.6491,-0.6147,-0.4998,70.18,-46.15,73.59,-0.1562,0.7343,-0.5,-0.4375
1648531524750,0.4947,-0.4904,-0.6303,67.31,-41.7,63.96,-0.125,0.7343,-0.5,-0.4375
1648531524780,0.5522,-0.4765,-0.6502,65.0,-48.29,57.92,-0.0937,0.7343,-0.5156,-0.4375
1648531524810,0.7155,-0.524,-0.8433,49.51,-49.87,44.69,-0.0781,0.7343,-0.5156,-0.4375
1648531524840,0.7072,-0.5043,-0.8376,27.56,-43.04,39.51,-0.0625,0.7343,-0.5156,-0.4375
1648531524870,0.6225,-0.5858,-0.8762,10.85,-16.28,35.6,-0.0468,0.7343,-0.5312,-0.4375
1648531524900,0.6431,-0.5782,-0.7731,9.69,-49.32,28.9,-0.0312,0.7343,-0.5312,-0.4218
1648531524930,0.7593,-0.4873,-0.7989,14.81,-60.85,18.65,-0.0156,0.7343,-0.5312,-0.4218
1648531524960,0.8383,-0.4267,-0.7996,11.52,-76.95,8.53,-0.0156,0.7343,-0.5312,-0.4062
1648531524990,0.8959,-0.3713,-0.7424,1.09,-54.2,9.51,0.0,0.75,-0.5312,-0.3906
1648531525020,0.7426,-0.4302,-0.6949,-8.29,-20.24,7.74,0.0,0.75,-0.5468,-0.3906
1648531525050,0.575,-0.7269,-0.437,3.59,-26.28,1.52,0.0156,0.75,-0.5468,-0.3906
1648531525080,0.5021,-0.6959,-0.5483,16.95,-19.26,1.09,0.0156,0.75,-0.5468,-0.375
1648531525110,0.4,-0.4063,-0.7657,13.71,3.35,7.19,0.0156,0.75,-0.5468,-0.3906
1648531525140,0.5455,-0.3023,-0.7973,12.92,-6.89,0.0,0.0312,0.75,-0.5468,-0.3906
1648531525170,0.4865,-0.2713,-0.8406,7.74,-13.23,-5.79,0.0312,0.75,-0.5312,-0.375
1648531525200,0.503,-0.549,-0.8817,-5.73,-9.02,-3.96,0.0312,0.75,-0.5312,-0.375
1648531525230,0.6794,-0.5947,-0.7259,-28.84,18.35,-7.74,0.0312,0.75,-0.5312,-0.375
1648531525260,0.6149,-0.7227,-0.4989,-29.87,3.9,-7.13,0.0156,0.75,-0.5468,-0.375
1648531525290,0.5715,-0.5146,-0.5225,-5.18,-31.95,-24.02,0.0156,0.75,-0.5468,-0.375
1648531525320,0.6035,-0.6544,-0.6009,6.15,-23.29,-28.9,0.0156,0.7656,-0.5312,-0.375
1648531525350,0.5965,-0.5705,-0.5654,15.6,-11.52,-31.95,0.0156,0.7656,-0.5312,-0.375
1648531525380,0.6632,-0.6265,-0.738,17.5,-7.68,-37.56,0.0156,0.7656,-0.5156,-0.375
1648531525410,0.5198,-0.5554,-0.7985,17.86,3.1,-39.08,0.0156,0.7812,-0.5156,-0.375
1648531525440,0.6179,-0.7089,-0.8579,12.13,-0.67,-42.31,0.0156,0.7812,-0.5,-0.375
1648531525470,0.1717,-0.6402,-0.9487,9.63,-10.67,-34.63,0.0156,0.7812,-0.4843,-0.375
1648531525500,-0.1431,-0.1894,-0.9477,12.25,-5.67,-21.64,0.0156,0.7968,-0.4843,-0.375
1648531525530,0.5705,-0.6384,-0.6488,16.82,-26.58,-32.37,0.0312,0.7968,-0.4843,-0.375
1648531525560,0.5764,-0.5277,-0.7092,14.45,-30.85,-31.7,0.0312,0.7968,-0.4687,-0.3593
1648531525590,0.5715,-0.4851,-0.6262,17.31,-13.47,-21.09,0.0312,0.8125,-0.4687,-0.3593
1648531525620,0.6011,-0.3673,-0.6352,23.23,-14.26,-19.08,0.0468,0.8125,-0.4531,-0.3593
1648531525650,0.569,-0.289,-0.7167,29.14,-6.89,-33.17,0.0468,0.8125,-0.4531,-0.3593
1648531525680,0.6402,-0.2705,-0.7336,33.84,-13.53,-43.78,0.0468,0.8125,-0.4375,-0.3593
1648531525710,0.706,-0.3096,-0.6928,39.87,-9.63,-54.93,0.0468,0.8281,-0.4218,-0.375
1648531525740,0.6351,-0.4346,-0.6433,47.68,1.82,-65.06,0.0468,0.8281,-0.4062,-0.375
1648531525770,0.5529,-0.3343,-0.7896,46.09,-0.54,-61.52,0.0625,0.8437,-0.3906,-0.375
1648531525800,0.5588,-0.5416,-0.7377,44.45,-2.74,-59.08,0.0625,0.8437,-0.375,-0.3906
1648531525830,0.5266,-0.6032,-0.6605,46.46,-11.34,-60.18,0.0625,0.8437,-0.3437,-0.3906
1648531525860,0.4261,-0.6046,-0.6794,42.8,-10.73,-60.79,0.0781,0.8593,-0.3281,-0.3906
1648531525890,0.4997,-0.6317,-0.6944,39.39,-16.95,-62.25,0.0781,0.8593,-0.3125,-0.3906
1648531525920,0.4975,-0.6259,-0.7276,38.17,-18.78,-69.02,0.0781,0.8593,-0.2968,-0.3906
1648531525950,0.5943,-0.6193,-0.6315,38.84,-21.21,-74.93,0.0937,0.875,-0.2812,-0.3906
1648531525980,0.632,-0.5963,-0.5954,40.79,-20.0,-82.37,0.0937,0.875,-0.25,-0.3906
1648531526010,0.6574,-0.5361,-0.6071,40.42,-11.15,-93.41,0.0937,0.875,-0.2343,-0.3906
1648531526040,0.701,-0.5074,-0.5927,46.03,-7.62,-100.48,0.0937,0.8906,-0.2031,-0.3906
1648531526070,0.7418,-0.5621,-0.598,53.96,-3.9,-108.9,0.0937,0.8906,-0.1718,-0.4062
1648531526100,0.6837,-0.592,-0.5621,60.36,0.85,-118.9,0.1093,0.8906,-0.1406,-0.4062
1648531526130,0.7458,-0.5892,-0.6805,67.19,2.74,-123.53,0.1093,0.8906,-0.1093,-0.4062
1648531526160,0.6472,-0.5952,-0.6566,66.89,2.19,-122.68,0.1093,0.8906,-0.0781,-0.4218
1648531526190,0.7402,-0.5948,-0.5703,73.9,5.24,-121.76,0.1093,0.8906,-0.0312,-0.4218
1648531526220,0.5965,-0.4603,-0.702,78.59,6.46,-118.59,0.125,0.8906,0.0,-0.4218
1648531526250,0.6881,-0.418,-0.5531,86.82,3.78,-110.73,0.125,0.8906,0.0312,-0.4375
1648531526280,0.619,-0.225,-0.8638,100.6,12.07,-105.36,0.1406,0.875,0.0625,-0.4375
1648531526310,0.5894,-0.0876,-0.7376,110.3,2.19,-97.5,0.1562,0.875,0.1093,-0.4375
1648531526340,0.5789,0.0712,-0.9047,121.03,-8.47,-91.28,0.1718,0.8593,0.1406,-0.4375
1648531526370,0.699,0.0628,-0.9293,118.65,-18.71,-82.19,0.1875,0.8593,0.1718,-0.4375
1648531526400,0.6905,0.0731,-0.8594,114.87,-22.01,-77.19,0.2031,0.8593,0.2031,-0.4218
1648531526430,0.6962,0.0623,-0.675,103.41,-17.01,-66.15,0.2187,0.8437,0.2343,-0.4218
1648531526460,0.6446,0.0675,-0.6645,93.1,-10.97,-61.15,0.2187,0.8437,0.2656,-0.4062
1648531526490,0.5523,0.0297,-0.6069,87.62,-12.8,-60.24,0.2343,0.8281,0.2812,-0.4062
1648531526520,0.6091,0.0064,-0.5532,85.48,-19.02,-61.46,0.25,0.8281,0.2968,-0.3906
1648531526550,0.6555,-0.0144,-0.5405,85.67,-18.96,-62.92,0.25,0.8125,0.3281,-0.3906
1648531526580,0.7674,-0.0614,-0.4432,87.31,-23.23,-58.78,0.2656,0.7968,0.3437,-0.375
1648531526610,0.7742,-0.1209,-0.5332,94.2,-19.2,-60.24,0.2812,0.7968,0.375,-0.375
1648531526640,0.7698,-0.2026,-0.5513,97.56,-21.4,-63.9,0.2812,0.7812,0.3906,-0.3593
1648531526670,0.8476,-0.3238,-0.7105,104.81,-21.82,-71.34,0.2968,0.7656,0.4218,-0.3593
1648531526700,0.8464,-0.4057,-0.7613,108.1,-26.28,-75.79,0.3125,0.75,0.4531,-0.3437
1648531526730,0.8392,-0.4105,-0.6479,109.63,-29.2,-81.21,0.3281,0.7343,0.4687,-0.3281
1648531526760,0.727,-0.3332,-0.6066,98.84,-19.26,-87.8,0.3281,0.7187,0.5,-0.3125
1648531526790,0.6912,-0.3168,-0.6123,89.93,-17.01,-94.2,0.3437,0.7031,0.5312,-0.3125
1648531526820,0.6593,-0.3103,-0.7823,93.9,-26.03,-93.71,0.3437,0.6875,0.5468,-0.2968
1648531526850,0.876,-0.2637,-0.7705,95.12,-39.14,-89.51,0.3593,0.6562,0.5781,-0.2812
1648531526880,0.8897,-0.1558,-0.7442,93.47,-44.75,-89.63,0.3593,0.6406,0.6093,-0.2656
1648531526910,0.9478,-0.0592,-0.7741,91.21,-51.95,-87.5,0.3593,0.625,0.625,-0.25
1648531526940,0.9852,0.0356,-0.7174,86.89,-51.46,-86.03,0.3593,0.6093,0.6562,-0.2343
1648531526970,0.8442,0.0885,-0.7192,76.34,-38.17,-79.75,0.3593,0.5781,0.6718,-0.2343
1648531527000,0.843,0.0418,-0.597,57.31,-30.06,-70.12,0.3593,0.5625,0.7031,-0.2187
1648531527030,0.7291,0.0075,-0.6783,40.54,-21.28,-67.19,0.3593,0.5468,0.7187,-0.2187
1648531527060,0.706,-0.0509,-0.6798,25.54,-17.56,-60.06,0.3437,0.5312,0.7187,-0.2187
1648531527090,0.6588,-0.0937,-0.4704,14.14,-9.87,-57.56,0.3437,0.5156,0.7343,-0.2187
1648531527120,0.6256,-0.1673,-0.6373,18.71,1.15,-54.63,0.3437,0.5156,0.75,-0.2187
1648531527150,0.6206,-0.2075,-0.6672,24.63,-1.15,-43.47,0.3437,0.5,0.75,-0.2187
1648531527180,0.5837,-0.2081,-0.6881,30.36,7.92,-35.97,0.3437,0.4843,0.75,-0.2031
1648531527210,0.5725,-0.2145,-0.8535,34.02,4.57,-31.09,0.3437,0.4843,0.7656,-0.2031
1648531527240,0.6148,-0.2691,-0.8157,41.15,-1.58,-23.53,0.3593,0.4687,0.7656,-0.2031
1648531527270,0.6953,-0.2691,-0.8806,45.79,-10.12,-21.21,0.3593,0.4687,0.7812,-0.1875
1648531527300,0.6745,-0.2214,-0.7692,48.35,-17.62,-16.09,0.3593,0.4531,0.7812,-0.1875
1648531527330,0.7719,-0.2103,-0.7242,48.04,-17.68,-7.68,0.3593,0.4531,0.7812,-0.1718
1648531527360,0.6754,-0.2415,-0.7441,45.54,-9.81,-0.18,0.3593,0.4531,0.7812,-0.1562
1648531527390,0.5827,-0.229,-0.6887,38.84,-0.97,1.58,0.3593,0.4531,0.7968,-0.1406
1648531527420,0.5284,-0.234,-0.5897,34.63,8.23,-3.47,0.375,0.4375,0.7968,-0.1406
1648531527450,0.3961,-0.133,-0.6802,38.04,-8.17,-7.56,0.375,0.4375,0.7968,-0.125
1648531527480,0.6365,-0.2362,-0.8125,52.37,-26.95,-2.68,0.375,0.4375,0.7968,-0.125
1648531527510,0.7137,-0.4246,-0.6882,56.58,-23.84,16.64,0.375,0.4375,0.7968,-0.1093
1648531527540,0.7525,-0.4188,-0.798,58.65,-27.8,34.39,0.375,0.4375,0.7968,-0.0781
1648531527570,0.6733,-0.4393,-0.6628,51.89,-16.76,57.8,0.375,0.4375,0.7968,-0.0625
1648531527600,0.716,-0.4835,-0.785,40.06,-7.74,70.54,0.375,0.4531,0.7968,-0.0468
1648531527630,0.5111,-0.627,-0.5268,45.36,-11.76,73.9,0.3906,0.4531,0.7812,-0.0312
1648531527660,0.6683,-0.6239,-0.854,40.79,-37.07,65.48,0.3906,0.4687,0.7812,0.0
1648531527690,0.5222,-0.5905,-0.5638,33.04,-36.46,52.07,0.3906,0.4843,0.7656,0.0156
1648531527720,0.7508,-0.7569,-0.7065,38.35,-41.03,48.96,0.375,0.4843,0.7656,0.0312
1648531527750,0.8218,-0.6639,-0.7175,36.28,-31.82,25.85,0.375,0.4843,0.7656,0.0468
1648531527780,0.5264,-0.4389,-0.632,35.06,-18.59,25.18,0.375,0.4843,0.7656,0.0625
1648531527810,0.539,-0.4188,-0.6677,29.69,-22.19,25.48,0.375,0.4843,0.7656,0.0781
1648531527840,0.6683,-0.5443,-0.7474,25.97,-13.65,15.73,0.375,0.4843,0.7656,0.0781
1648531527870,0.5629,-0.4698,-0.6781,22.37,-10.91,3.47,0.375,0.4843,0.7656,0.0937
1648531527900,0.5021,-0.4769,-0.616,10.67,1.34,3.41,0.375,0.4843,0.7656,0.0937
1648531527930,0.5474,-0.4182,-0.6295,-5.12,3.41,14.63,0.375,0.4843,0.7656,0.0937
1648531527960,0.5499,-0.4167,-0.5915,-17.98,13.96,15.42,0.375,0.5,0.7656,0.0937
1648531527990,0.5051,-0.4814,-0.6072,-28.96,21.89,19.93,0.375,0.5,0.75,0.0781
1648531528020,0.5516,-0.538,-0.5665,-39.57,19.14,19.08,0.375,0.5156,0.75,0.0781
1648531528050,0.449,-0.5091,-0.5258,-39.02,26.64,11.09,0.375,0.5156,0.75,0.0625
1648531528080,0.5008,-0.4897,-0.7736,-40.73,18.78,6.95,0.375,0.5312,0.75,0.0625
1648531528110,0.5728,-0.6041,-0.673,-47.98,13.53,-3.65,0.375,0.5312,0.75,0.0468
1648531528140,0.7667,-0.5953,-0.5869,-41.52,36.28,-17.19,0.375,0.5312,0.75,0.0312
1648531528170,0.6982,-0.5307,-0.6153,-33.41,37.07,-30.06,0.375,0.5312,0.7343,0.0156
1648531528200,0.762,-0.5682,-0.5925,-23.71,61.89,-37.25,0.375,0.5312,0.7343,0.0
1648531528230,0.8634,-0.878,-0.6922,-5.91,98.1,-36.76,0.3906,0.5156,0.7343,-0.0156
1648531528260,1.3615,-1.4196,-0.899,0.48,126.52,-67.74,0.4218,0.5156,0.7343,-0.0312
1648531528290,1.7091,-1.5051,-1.0364,-4.87,206.64,-136.15,0.4531,0.4843,0.7187,-0.0781
