time,eda
1648531546243,0.587919
1648531546493,0.587919
1648531546743,0.587919
1648531546993,0.587919
1648531547243,0.594323
1648531547493,0.593042
1648531547743,0.591761
1648531547993,0.591761
1648531548243,0.587919
1648531548493,0.587919
1648531548743,0.59048
1648531548993,0.586638
1648531549243,0.59048
1648531549493,0.59048
1648531549743,0.59048
1648531549993,0.591761
1648531550243,0.59048
1648531550493,0.586638
1648531550743,0.586638
1648531550993,0.593042
1648531551243,0.589199
1648531551493,0.593042
1648531551743,0.589199
1648531551994,0.585357
1648531552244,0.585357
1648531552494,0.585357
1648531552744,0.587919
1648531552994,0.589199
1648531553244,0.589199
1648531553494,0.59048
1648531553744,0.589199
1648531553994,0.586638
1648531554244,0.586638
1648531554494,0.587919
1648531554744,0.586638
1648531554994,0.59048
1648531555244,0.59048
1648531555494,0.59048
1648531555744,0.586638
1648531555994,0.586638
1648531556244,0.586638
1648531556494,0.59048
1648531556744,0.59048
1648531556994,0.591761
1648531557244,0.591761
1648531557494,0.59048
1648531557744,0.586638
1648531557994,0.587919
1648531558244,0.586638
1648531558494,0.593042
1648531558744,0.595604
1648531558994,0.594323
1648531559244,0.595604
1648531559494,0.593042
1648531559744,0.598166
1648531559994,0.599446
1648531560245,0.599446
1648531560495,0.600727
1648531560745,0.603289
1648531560995,0.628906
1648531561245,0.622502
1648531561495,0.637872
1648531561745,0.612255
1648531561995,0.612255
1648531562245,0.61994
1648531562495,0.61994
1648531562745,0.628906
1648531562995,0.660928
1648531563245,0.650681
1648531563495,0.651962
1648531563745,0.681422
1648531563995,0.515176
1648531564245,0.516457
1648531564495,0.493401
1648531564745,0.495963
1648531564995,0.497244
1648531565245,0.490839
1648531565495,0.495963
1648531565745,0.50621
1648531565995,0.524142
1648531566245,0.520299
1648531566495,0.517738
1648531566745,0.530546
1648531566995,0.520299
1648531567245,0.53567
1648531567495,0.544636
1648531567745,0.538231
1648531567995,0.536951
1648531568246,0.547198
1648531568496,0.55104
1648531568746,0.538231
1648531568996,0.603556
1648531569246,0.567691
1648531569496,0.566411
1648531569746,0.575377
1648531569996,0.5805
1648531570246,0.581781
1648531570496,0.566411
1648531570746,0.570253
1648531570996,0.584343
1648531571246,0.602275
1648531571496,0.584343
1648531571746,0.5805
1648531571996,0.577938
1648531572246,0.627892
1648531572496,0.597151
1648531572746,0.593309
1648531572996,0.589466
1648531573246,0.681689
1648531573496,0.650948
1648531573746,0.671442
1648531573996,0.665037
1648531574246,0.666318
1648531574496,0.649667
1648531574746,0.654791
1648531574996,0.662476
1648531575246,0.666318
1648531575496,0.693217
1648531575746,0.726519
1648531575996,0.711149
1648531576246,0.706025
1648531576497,0.706025
1648531576747,0.702183
1648531576997,0.707306
1648531577247,0.726519
1648531577497,0.726519
1648531577747,0.723957
1648531577997,0.707306
1648531578247,0.75726
1648531578497,0.777754
1648531578747,0.766226
1648531578997,0.812337
1648531579247,0.807214
1648531579497,0.836674
1648531579747,0.841797
1648531579997,0.828989
1648531580247,0.868695
1648531580497,0.880223
1648531580747,0.876381
1648531580997,0.882785
1648531581247,0.862291
1648531581497,0.866134
1648531581747,0.900717
1648531581997,0.905841
1648531582247,0.91993
1648531582497,0.91993
1648531582747,0.953233
1648531582997,0.93402
1648531583247,0.953233
1648531583497,0.960918
1648531583747,0.948109
1648531583997,0.969884
1648531584247,0.977569
1648531584498,0.981412
1648531584748,0.983974
1648531584998,1.001906
1648531585248,0.991659
1648531585498,1.0224
1648531585748,0.952021
1648531585998,0.934089
1648531586248,0.953302
1648531586498,0.963549
1648531586748,0.968672
1648531586998,0.953302
1648531587248,0.963549
1648531587498,0.912314
1648531587748,0.922561
1648531587998,0.928965
1648531588248,0.954583
1648531588498,0.993009
1648531588748,1.010941
1648531588998,1.013503
1648531589248,1.013503
1648531589498,1.059614
1648531589748,1.069861
1648531589998,1.05321
1648531590248,1.108287
1648531590498,1.089074
1648531590748,1.126219
1648531590998,1.109568
1648531591248,1.091636
1648531591498,1.105725
1648531591748,1.085231
1648531591998,1.086512
1648531592248,1.072423
1648531592499,1.087793
1648531592749,1.114691
1648531592999,1.135185
1648531593249,1.149275
1648531593499,1.180016
1648531593749,1.160803
1648531593999,1.153117
1648531594249,1.17233
1648531594499,1.169769
1648531594749,1.176173
1648531594999,1.17233
1648531595249,1.176173
1648531595499,1.169769
1648531595749,1.158241
1648531595999,1.158241
1648531596249,1.159522
1648531596499,1.162083
1648531596749,1.174892
1648531596999,1.187701
1648531597249,1.180016
1648531597499,1.176173
1648531597749,1.163364
1648531597999,1.177454
1648531598249,1.197948
1648531598499,1.195386
1648531598749,1.188982
1648531598999,1.197948
1648531599249,1.194105
1648531599499,1.190263
1648531599749,1.200509
1648531599999,1.197948
1648531600249,1.221003
1648531600499,1.237655
1648531600750,1.255587
1648531601000,1.264553
1648531601250,1.278642
1648531601500,1.270957
1648531601750,1.294013
1648531602000,1.310664
1648531602250,1.311945
1648531602500,1.318349
1648531602750,1.340124
1648531603000,1.302979
1648531603250,1.320911
1648531603500,1.373427
1648531603750,1.395201
1648531604000,1.4221
1648531604250,1.475896
1648531604500,1.554128
1648531604750,1.613048
1648531605000,1.687338
1648531605250,1.769314
1648531605500,1.814144
1648531605750,1.890997
1648531606000,1.894839
1648531606250,1.952478
1648531606500,1.930903
1648531606750,1.955239
1648531607000,1.993665
1648531607250,2.01544
1648531607500,1.969329
1648531607750,1.962924
1648531608000,2.039777
1648531608250,2.151212
1648531608500,2.217817
1648531608751,2.293388
1648531609001,2.348466
1648531609251,2.389454
1648531609501,2.489361
1648531609751,2.54776
1648531610001,2.596433
1648531610251,2.56185
1648531610501,2.604119
1648531610751,2.605399
1648531611001,2.570816
1648531611251,2.564412
1648531611501,2.586186
1648531611751,2.549041
1648531612001,2.44401
1648531612251,2.59131
1648531612501,2.616927
1648531612751,2.633579
1648531613001,2.559288
1648531613251,2.511896
1648531613501,2.501649
1648531613751,2.491402
1648531614001,2.48756
1648531614251,2.554165
1648531614501,2.551603
1648531614751,2.559288
1648531615001,2.565692
1648531615251,2.574659
1648531615501,2.673285
1648531615751,2.707869
1648531616001,2.803934
1648531616251,2.934583
1648531616501,2.946416
1648531616751,3.007898
1648531617002,3.036077
1648531617252,3.0412
1648531617502,3.061694
1648531617752,2.914394
1648531618002,3.043762
1648531618252,2.93745
1648531618502,3.124457
1648531618752,3.315306
1648531619002,3.428022
1648531619252,3.339643
1648531619502,3.417775
1648531619752,3.416495
1648531620002,3.346047
1648531620252,3.419056
1648531620502,3.443393
1648531620752,3.441738
1648531621002,3.378975
1648531621252,3.349515
1648531621502,3.485288
1648531621752,3.423806
1648531622002,3.377695
1648531622252,3.432772
1648531622502,3.416121
1648531622752,3.35592
1648531623002,3.277787
1648531623252,3.350796
1648531623502,3.359762
1648531623752,3.313651
1648531624002,3.323898
1648531624252,3.303404
1648531624502,3.337988
1648531624752,3.349515
1648531625003,3.344392
1648531625253,3.412278
1648531625503,3.53268
1648531625753,3.596723
1648531626003,3.624902
1648531626253,3.672294
1648531626503,3.632587
1648531626753,3.57751
1648531627003,3.494254
1648531627253,3.402031
1648531627503,3.367448
1648531627753,3.294438
1648531628003,3.357201
1648531628253,3.45967
1648531628503,3.431491
1648531628753,3.387942
1648531629003,3.330302
1648531629253,3.471198
1648531629503,3.51859
1648531629753,3.582633
1648531630003,3.586476
1648531630253,3.45967
1648531630503,3.501939
1648531630753,3.659486
1648531631003,3.78373
1648531631253,3.904131
1648531631503,3.965613
1648531631753,3.964479
1648531632003,4.004186
1648531632253,3.970884
1648531632503,3.96576
1648531632753,3.801809
1648531633003,3.783877
1648531633254,3.838954
1648531633504,3.879942
1648531633754,3.961918
1648531634004,3.96576
1648531634254,4.018276
1648531634504,4.093847
1648531634754,3.9363
1648531635004,3.943985
1648531635254,3.940143
1648531635504,3.904279
1648531635754,3.952951
1648531636004,4.078476
1648531636254,4.075915
1648531636504,4.065668
1648531636754,4.27573
1648531637004,4.232181
1648531637254,4.294943
1648531637504,4.243709
1648531637754,4.367953
1648531638004,4.420468
1648531638254,4.462737
1648531638504,4.507477
1648531638754,4.492107
1648531639004,4.471613
1648531639254,4.574082
1648531639504,4.676552
1648531639754,4.825133
1648531640004,4.913513
1648531640254,5.008297
1648531640504,5.152493
1648531640754,5.196043
1648531641004,5.003913
1648531641255,4.750301
1648531641505,4.642708
1648531641755,4.535115
1648531642005,4.569698
1648531642255,4.709313
1648531642505,4.752862
1648531642755,4.509498
1648531643005,4.476195
1648531643255,4.436488
1648531643505,4.502354
1648531643755,4.421659
1648531644005,4.531814
1648531644255,4.521567
1648531644505,4.593296
1648531644755,4.645811
1648531645005,4.753404
1648531645255,4.720101
1648531645505,4.70345
1648531645755,4.820009
1648531646005,4.735472
1648531646255,4.520286
1648531646505,4.502354
1648531646755,4.675271
1648531647005,4.786706
1648531647255,4.854593
1648531647505,4.809762
1648531647755,4.85075
1648531648005,4.945534
1648531648255,4.769514
1648531648505,4.816906
1648531648755,4.85277
1648531649005,4.848928
1648531649256,4.877107
1648531649506,4.916814
1648531649756,4.57098
1648531650006,4.410871
1648531650256,4.531814
1648531650506,4.652215
1648531650756,4.872525
1648531651006,5.004454
1648531651256,5.143528
1648531651506,5.183234
1648531651756,4.969329
1648531652006,5.165302
1648531652256,5.133281
1648531652506,5.395859
1648531652756,5.302355
1648531653006,5.555967
1648531653256,5.587357
1648531653506,5.411878
1648531653756,5.483606
1648531654006,5.51947
1648531654256,5.579671
1648531654506,5.623221
1648531654756,5.51947
1648531655006,5.591199
1648531655256,5.542526
1648531655506,5.440056
1648531655756,5.463112
1648531656006,5.364485
1648531656256,5.232556
1648531656506,5.136491
1648531656756,5.041707
1648531657006,5.054515
1648531657256,5.030179
1648531657507,4.949484
1648531657757,5.039145
1648531658007,4.863666
1648531658257,4.562013
1648531658507,4.751582
1648531658757,4.855332
1648531659007,4.573541
1648531659257,4.636304
1648531659507,4.573541
1648531659757,4.518464
1648531660007,4.579946
1648531660257,4.456982
1648531660507,4.431365
1648531660757,4.489545
1648531661007,4.61507
1648531661257,4.507477
1648531661507,4.483141
1648531661757,4.490826
1648531662007,4.485703
1648531662257,4.513882
1648531662507,4.549746
1648531662757,4.397323
1648531663007,4.575363
1648531663257,4.426783
1648531663507,4.437029
1648531663757,4.530533
1648531664007,4.494668
1648531664257,4.51132
1648531664507,4.516443
1648531664757,4.469051
1648531665007,4.462647
1648531665257,4.4524
1648531665508,4.431906
1648531665758,4.410131
1648531666008,4.42294
1648531666258,4.402446
1648531666508,4.406289
1648531666758,4.387075
1648531667008,4.37939
1648531667258,4.401165
1648531667508,4.416536
1648531667758,4.501073
1648531668008,4.486983
1648531668258,4.442153
1648531668508,4.417817
1648531668758,4.442153
1648531669008,4.489545
1648531669258,4.489545
1648531669508,4.433187
1648531669758,4.424221
1648531670008,4.483141
1648531670258,4.508758
1648531670508,4.512601
1648531670758,4.55615
1648531671008,4.568959
1648531671258,4.403727
1648531671508,4.521567
1648531671758,4.442153
1648531672008,4.447277
1648531672258,4.597138
1648531672508,4.661181
1648531672758,4.70345
1648531673008,4.775179
1648531673258,4.727787
1648531673508,4.754685
1648531673759,4.858435
1648531674009,4.957062
1648531674259,4.879669
1648531674509,4.843804
1648531674759,4.838681
1648531675009,4.708032
1648531675259,4.647831
1648531675509,4.870703
1648531675759,4.810502
1648531676009,4.655517
1648531676259,4.560732
1648531676509,4.533834
1648531676759,4.490284
1648531677009,4.453139
1648531677259,4.510778
1648531677509,4.501812
1648531677759,4.509498
1648531678009,4.549205
1648531678259,4.932184
1648531678509,4.743896
1648531678759,4.499251
1648531679009,4.738773
1648531679259,4.746459
1648531679509,4.706751
1648531679759,4.80794
1648531680009,4.806659
1648531680259,4.966768
1648531680509,4.928342
1648531680759,5.201167
1648531681009,5.352309
1648531681259,5.253682
1648531681509,5.301075
1648531681760,5.312602
1648531682010,5.193481
1648531682260,5.0449
1648531682510,5.011598
1648531682760,5.035934
1648531683010,4.985981
1648531683260,4.871984
1648531683510,4.930903
1648531683760,4.930903
1648531684010,4.910409
1648531684260,4.92578
1648531684510,4.892478
1648531684760,4.905286
1648531685010,4.843804
1648531685260,4.855332
1648531685510,4.740054
1648531685760,4.796412
1648531686010,4.832276
1648531686260,4.843804
1648531686510,4.725965
1648531686760,4.897601
1648531687010,4.810502
1648531687260,4.936027
1648531687510,4.889915
1648531687760,5.037215
1648531688010,4.842524
1648531688260,4.727245
1648531688510,4.688819
1648531688760,4.891196
1648531689010,4.871984
1648531689260,4.845085
1648531689510,4.797693
1648531689760,4.818187
1648531690011,4.686257
1648531690261,4.582507
1648531690511,4.521026
1648531690761,4.579946
1648531691011,4.646551
1648531691261,4.734931
1648531691511,4.499251
1648531691761,4.875826
1648531692011,5.202447
1648531692261,5.443251
1648531692511,5.837126
1648531692761,5.819193
1648531693011,5.771801
1648531693261,5.719286
1648531693511,5.575829
1648531693761,5.301723
1648531694011,5.264577
1648531694261,5.204377
1648531694511,5.221028
1648531694761,5.38626
1648531695011,5.707758
1648531695261,6.062559
1648531695511,6.253091
1648531695761,6.128847
1648531696011,5.999479
1648531696261,5.940559
1648531696511,5.858583
1648531696761,5.435897
1648531697011,5.304285
1648531697261,5.054515
1648531697511,4.937956
1648531697761,4.9847
1648531698012,4.942431
1648531698262,4.85277
1648531698512,4.802816
1648531698762,4.594035
1648531699012,4.787446
1648531699262,4.683696
1648531699512,4.751582
1648531699762,4.624776
1648531700012,4.656797
1648531700262,4.708032
1648531700512,4.740054
1648531700762,4.519745
1648531701012,4.592754
1648531701262,4.635023
1648531701512,4.472353
1648531701762,4.465948
1648531702012,4.372445
1648531702262,4.639407
1648531702512,4.559993
1648531702762,4.499792
1648531703012,4.324313
1648531703262,4.54078
1648531703512,4.402446
1648531703762,4.179575
1648531704012,4.267955
1648531704262,4.357615
1648531704512,4.215439
1648531704762,4.416536
1648531705012,4.42294
1648531705262,4.420378
1648531705512,4.495949
1648531705762,4.424221
1648531706013,4.61379
1648531706263,4.750842
1648531706513,4.690641
1648531706763,4.621475
1648531707013,4.682956
1648531707263,4.881491
1648531707513,4.967309
1648531707763,4.962925
1648531708013,5.076922
1648531708263,5.306198
1648531708513,5.306198
1648531708763,5.165302
1648531709013,5.167864
1648531709263,5.092293
1648531709513,4.927061
1648531709763,5.018003
1648531710013,4.919375
1648531710263,4.816906
1648531710513,4.815625
1648531710763,4.801536
1648531711013,4.725965
1648531711263,4.86686
1648531711513,4.797693
1648531711763,4.804098
1648531712013,4.845085
1648531712263,4.769514
1648531712513,4.567137
1648531712763,4.668325
1648531713013,4.668325
1648531713263,4.408309
1648531713513,4.499792
1648531713763,4.449838
1648531714013,4.544622
1648531714264,4.626598
1648531714514,4.662462
1648531714764,4.524128
1648531715014,4.192384
1648531715264,4.101442
1648531715514,4.328156
1648531715764,4.282044
1648531716014,4.426783
1648531716264,4.352492
1648531716514,4.405008
1648531716764,4.712416
1648531717014,4.648373
1648531717264,4.693203
1648531717514,4.694484
1648531717764,4.849469
1648531718014,4.885334
1648531718264,4.771336
1648531718514,4.761089
1648531718764,5.092834
1648531719014,5.576461
1648531719264,5.524594
1648531719514,5.303004
1648531719764,5.165951
1648531720014,5.571986
1648531720264,5.721848
1648531720514,5.210781
1648531720764,5.391384
1648531721014,5.267139
1648531721264,5.276105
1648531721514,5.295319
1648531721764,5.286352
1648531722014,5.23896
1648531722265,5.262016
1648531722515,4.872632
1648531722765,5.053867
1648531723015,5.076922
1648531723265,4.784884
1648531723515,5.047462
1648531723765,5.020564
1648531724015,4.878388
1648531724265,4.836119
1648531724515,4.738773
1648531724765,4.711875
1648531725015,4.686257
1648531725265,4.722122
1648531725515,4.754144
1648531725765,4.836119
1648531726015,4.865579
1648531726265,4.924499
1648531726515,5.093574
1648531726765,4.988543
1648531727015,4.910409
1648531727265,5.024407
1648531727515,4.761829
1648531727765,4.678572
1648531728015,4.611967
1648531728265,4.77848
1648531728515,4.94115
1648531728765,4.939869
1648531729015,4.619652
1648531729265,4.638865
1648531729515,4.640146
1648531729765,4.751582
1648531730015,4.791289
1648531730265,4.857894
1648531730516,5.003913
1648531730766,5.019283
1648531731016,4.880949
1648531731266,5.252401
1648531731516,5.342062
1648531731766,5.293389
1648531732016,5.488081
1648531732266,5.374732
1648531732516,5.501538
1648531732766,5.716724
1648531733016,5.750027
1648531733266,5.481044
1648531733516,5.155704
1648531733766,5.484887
1648531734016,5.6514
1648531734266,5.484887
1648531734516,4.881598
1648531734766,4.810502
1648531735016,4.842524
1648531735266,5.591831
1648531735516,5.697511
1648531735766,5.792295
1648531736016,5.326059
1648531736266,5.702634
1648531736516,5.597603
1648531736766,5.561739
1648531737016,5.464393
1648531737266,5.082695
1648531737516,5.213343
1648531737766,5.19413
1648531738016,5.25305
1648531738266,5.251769
1648531738517,4.785533
1648531738767,4.714437
1648531739017,4.60044
1648531739267,4.710594
1648531739517,4.419837
1648531739767,4.536937
1648531740017,4.539499
1648531740267,4.62916
1648531740517,4.681675
1648531740767,4.234653
1648531741017,4.720101
1648531741267,4.793111
1648531741517,4.676552
1648531741767,4.712416
1648531742017,4.989084
1648531742267,5.066675
1648531742517,4.814344
1648531742767,4.836119
1648531743017,4.833558
1648531743267,4.677291
1648531743517,4.522306
1648531743767,4.412152
1648531744017,4.416536
1648531744267,4.416536
1648531744517,4.502354
1648531744767,4.716259
1648531745017,4.989084
1648531745267,5.256244
1648531745517,5.242155
1648531745767,5.260087
1648531746017,5.577742
1648531746267,5.516909
1648531746518,5.34143
1648531746768,5.49001
1648531747018,5.168512
1648531747268,5.290195
1648531747518,4.791937
1648531747768,4.832276
1648531748018,4.895039
1648531748268,4.869421
1648531748518,4.833558
1648531748768,4.672168
1648531749018,4.618371
1648531749268,5.115348
1648531749518,5.111506
1648531749768,5.280581
1648531750018,5.582865
1648531750268,5.422124
1648531750518,5.634748
1648531750768,5.495134
1648531751018,5.388822
1648531751268,5.479764
1648531751518,5.112154
1648531751768,4.976382
1648531752018,4.89953
1648531752268,4.914252
1648531752518,4.661921
1648531752768,4.695224
1648531753018,4.63118
1648531753268,4.591473
1648531753518,4.682415
1648531753768,4.569698
1648531754018,4.518464
1648531754268,4.647831
1648531754518,4.756705
1648531754769,4.714437
1648531755019,4.540238
1648531755269,4.54152
1648531755519,4.54152
1648531755769,4.474914
1648531756019,4.51334
1648531756269,4.408309
1648531756519,4.410131
1648531756769,4.447277
1648531757019,4.352492
1648531757269,4.447277
1648531757519,4.371705
1648531757769,4.384514
1648531758019,4.384514
1648531758269,4.371705
1648531758519,4.447277
1648531758769,4.333279
1648531759019,4.285887
1648531759269,4.284606
1648531759519,4.389637
1648531759769,4.434468
1648531760019,4.340964
1648531760269,4.321752
1648531760519,4.323032
1648531760769,4.210316
1648531761019,4.17189
1648531761269,4.23081
1648531761519,4.258989
1648531761769,4.419097
1648531762019,4.469051
1648531762269,4.679114
1648531762519,4.512601
1648531762770,4.749561
1648531763020,4.52669
1648531763270,4.749561
1648531763520,5.085149
1648531763770,4.947555
1648531764020,4.860456
1648531764270,4.819468
1648531764520,4.692662
1648531764770,4.74902
1648531765020,4.453139
1648531765270,4.480038
1648531765520,4.772076
1648531765770,4.909129
1648531766020,4.94115
1648531766270,5.011598
1648531766520,4.904005
1648531766770,4.854051
1648531767020,4.805378
1648531767270,4.66064
1648531767520,4.74902
1648531767770,4.553047
1648531768020,4.518464
1648531768270,4.436488
1648531768520,4.448557
1648531768770,4.388357
1648531769020,4.255146
1648531769270,4.311504
1648531769520,4.338403
1648531769770,4.352492
1648531770020,4.310224
1648531770270,4.346088
1648531770520,4.37939
1648531770770,4.293572
1648531771021,4.243618
1648531771271,4.064297
1648531771521,4.344807
1648531771771,4.170609
1648531772021,4.376829
1648531772271,4.575363
1648531772521,4.433187
1648531772771,4.57024
1648531773021,4.488264
1648531773271,4.579206
1648531773521,4.682956
1648531773771,4.867401
1648531774021,5.036476
1648531774271,5.138404
1648531774521,4.773356
1648531774771,4.440331
1648531775021,4.311504
1648531775271,4.736753
1648531775521,4.694484
1648531775771,4.689361
1648531776021,4.598419
1648531776271,4.367863
1648531776521,4.165485
1648531776771,4.421659
1648531777021,4.328156
1648531777271,4.111689
1648531777521,4.028432
1648531777771,3.854234
1648531778021,3.846639
1648531778271,3.945266
1648531778521,3.854325
1648531778771,4.147644
1648531779022,4.444805
1648531779272,4.151396
1648531779522,3.964389
1648531779772,3.893941
1648531780022,3.928615
1648531780272,4.101532
1648531780522,3.967041
1648531780772,3.704463
1648531781022,3.800528
1648531781272,3.81846
1648531781522,4.115622
1648531781772,4.594666
1648531782022,5.037757
1648531782272,5.253682
1648531782522,4.921937
1648531782772,4.871984
1648531783022,4.51334
1648531783272,4.628618
1648531783522,4.740054
1648531783772,4.813064
1648531784022,4.787446
1648531784272,4.554328
1648531784522,4.757986
1648531784772,4.60172
1648531785022,4.282784
1648531785272,4.14243
1648531785522,4.314066
1648531785772,4.130902
1648531786022,4.194945
1648531786272,4.331998
1648531786522,4.449838
1648531786772,4.448557
1648531787022,4.057892
1648531787273,4.051488
1648531787523,4.011781
1648531787773,4.02459
1648531788023,4.243618
1648531788273,3.987445
1648531788523,3.865762
1648531788773,3.817179
1648531789023,3.823584
1648531789273,3.764664
1648531789523,3.719834
1648531789773,3.955513
1648531790023,4.279573
1648531790273,4.264203
1648531790523,4.214249
1648531790773,4.433277
1648531791023,4.787987
1648531791273,4.948096
1648531791523,4.574822
1648531791773,4.683696
1648531792023,4.450578
1648531792273,4.437769
1648531792523,4.697046
1648531792773,4.594576
1648531793023,4.640687
1648531793273,4.457523
1648531793523,4.362739
1648531793773,4.328156
1648531794023,4.293572
1648531794273,4.331998
1648531794523,4.316628
1648531794773,4.328156
1648531795023,4.101442
1648531795274,4.212878
1648531795524,4.302538
1648531795774,4.151396
1648531796024,3.874728
1648531796274,3.954232
1648531796524,4.159171
1648531796774,4.233462
1648531797024,4.223215
1648531797274,4.045174
1648531797524,3.819741
1648531797774,3.817179
1648531798024,4.006748
1648531798274,3.760821
1648531798524,3.795405
1648531798774,3.983692
1648531799024,3.990097
1648531799274,4.063106
1648531799524,3.789
1648531799774,3.712148
1648531800024,3.899155
1648531800274,4.033646
1648531800524,4.03877
1648531800774,4.081038
1648531801024,3.897874
1648531801274,3.65579
1648531801524,3.902998
1648531801774,3.981131
1648531802024,4.150205
1648531802274,4.329527
1648531802524,4.425592
1648531802774,4.42303
1648531803024,4.416626
1648531803275,4.421749
1648531803525,4.367953
1648531803775,4.243709
1648531804025,4.239866
1648531804275,4.251394
1648531804525,4.343616
1648531804775,4.443524
1648531805025,4.267955
1648531805275,3.811966
1648531805525,3.941424
1648531805775,3.913245
1648531806025,4.02468
1648531806275,4.287258
1648531806525,4.535747
1648531806775,4.593296
1648531807025,4.653496
1648531807275,4.337122
1648531807525,4.469051
1648531807775,4.497231
1648531808025,4.588172
1648531808275,4.512601
1648531808525,4.238495
1648531808775,4.428063
1648531809025,4.426783
1648531809275,4.237214
1648531809525,4.198788
1648531809775,4.218001
1648531810025,4.219282
1648531810275,4.033556
1648531810525,3.831179
1648531810775,4.074634
1648531811025,4.022119
1648531811275,4.084881
1648531811526,3.813337
1648531811776,4.093847
1648531812026,4.088724
1648531812276,3.910683
1648531812526,3.932458
1648531812776,4.034927
1648531813026,3.96576
1648531813276,3.978569
1648531813526,4.028523
1648531813776,3.872257
1648531814026,3.795405
1648531814276,3.83255
1648531814526,4.000344
1648531814776,4.090004
1648531815026,3.805652
1648531815276,3.913245
1648531815526,3.791562
1648531815776,3.968322
1648531816026,4.196317
1648531816276,4.214249
1648531816526,4.186069
1648531816776,4.3782
1648531817026,4.09897
1648531817276,4.051579
1648531817526,3.99522
1648531817776,3.983692
1648531818026,3.927334
1648531818276,4.11306
1648531818526,3.890189
1648531818776,4.084881
1648531819026,3.904279
1648531819276,3.970884
1648531819527,4.005467
1648531819777,3.926053
1648531820027,3.885066
1648531820277,3.901717
1648531820527,3.780034
1648531820777,3.717272
1648531821027,3.750574
1648531821277,3.863291
1648531821527,4.077196
1648531821777,4.161733
1648531822027,4.151486
1648531822277,4.12715
1648531822527,4.09769
1648531822777,4.036208
1648531823027,3.987535
1648531823277,3.961918
1648531823527,3.941424
1648531823777,4.022119
1648531824027,4.095128
1648531824277,4.0836
1648531824527,3.958075
1648531824777,3.963198
1648531825027,3.970884
1648531825277,3.946547
1648531825527,4.248832
1648531825777,4.278292
1648531826027,4.369234
1648531826277,4.433277
1648531826527,4.606104
1648531826777,4.725225
1648531827027,4.64453
1648531827277,4.713697
1648531827527,4.421659
1648531827778,4.402446
