unixtime,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,quat_w,quat_x,quat_y,quat_z
1634885786445,0.5604,0.8619,0.502,-72.4,-97.88,26.81,0.0,0.0,0.0,0.0
1634885786478,0.5821,0.7594,0.4861,-78.52,-96.25,32.42,0.0,0.0,0.0,0.0
1634885786511,0.6312,0.6908,0.4866,-80.23,-80.1,38.89,0.0,0.0,0.0,0.0
1634885786544,0.6527,0.6415,0.4624,-80.35,-76.46,46.63,0.0,0.0,0.0,0.0
1634885786577,0.7264,0.5485,0.4737,-74.35,-57.55,49.26,0.0,0.0,0.0,0.0
1634885786610,0.6995,0.4887,0.4432,-66.06,-41.32,47.07,0.0,0.0,0.0,0.0
1634885786643,0.7218,0.4476,0.4082,-54.17,-38.33,44.61,0.0,0.0,0.0,0.0
1634885786676,0.7589,0.4511,0.4012,-42.08,-8.6,40.97,0.0,0.0,0.0,0.0
1634885786709,0.7393,0.4552,0.3758,-28.28,1.45,42.72,0.0,0.0,0.0,0.0
1634885786742,0.7401,0.4735,0.4246,-19.07,1.31,36.6,0.0,0.0,0.0,0.0
1634885786775,0.7513,0.5004,0.3787,-12.38,2.15,26.9,0.0,0.0,0.0,0.0
1634885786808,0.7384,0.5194,0.3218,-1.59,6.14,19.77,0.0,0.0,0.0,0.0
1634885786841,0.7144,0.5531,0.4268,1.1,18.41,18.13,0.0,0.0,0.0,0.0
1634885786874,0.6619,0.5399,0.4002,-2.38,15.95,16.11,0.0,0.0,0.0,0.0
1634885786907,0.6947,0.5802,0.3296,3.74,-3.01,10.43,0.0,0.0,0.0,0.0
1634885786940,0.71,0.6447,0.4192,2.58,22.99,0.46,0.0,0.0,0.0,0.0
1634885786973,0.6507,0.6591,0.3411,6.83,49.01,-8.09,0.0,0.0,0.0,0.0
1634885787006,0.6182,0.6823,0.3223,17.3,37.27,-10.37,0.0,0.0,0.0,0.0
1634885787039,0.5992,0.7362,0.4222,17.0,49.04,-16.84,0.0,0.0,0.0,0.0
1634885787072,0.5929,0.6823,0.3179,22.74,27.37,-15.73,0.0,0.0,0.0,0.0
1634885787105,0.6224,0.7665,0.4102,24.16,42.59,-19.31,0.0,0.0,0.0,0.0
1634885787138,0.5716,0.785,0.3794,22.63,39.07,-13.38,0.0,0.0,0.0,0.0
1634885787171,0.5738,0.7645,0.3382,24.86,25.27,-8.81,0.0,0.0,0.0,0.0
1634885787204,0.5677,0.7658,0.3621,26.84,22.58,-8.02,0.0,0.0,0.0,0.0
1634885787237,0.5052,0.7509,0.3772,27.85,-6.63,-2.92,0.0,0.0,0.0,0.0
1634885787270,0.5531,0.7296,0.3016,33.67,-26.07,0.58,0.0,0.0,0.0,0.0
1634885787303,0.6656,0.8004,0.4864,32.28,3.46,4.58,0.0,0.0,0.0,0.0
1634885787336,0.5575,0.7179,0.5171,17.21,-19.03,5.33,0.0,0.0,0.0,0.0
1634885787369,0.6358,0.6661,0.4847,11.41,-42.98,-1.44,0.0,0.0,0.0,0.0
1634885787402,0.7159,0.6532,0.4612,7.64,-19.92,-6.43,0.0,0.0,0.0,0.0
1634885787435,0.6976,0.6661,0.4666,5.9,-19.61,-4.15,0.0,0.0,0.0,0.0
1634885787468,0.7269,0.6727,0.418,4.29,-15.3,-4.2,0.0,0.0,0.0,0.0
1634885787501,0.7152,0.7042,0.3699,1.24,-2.37,-4.75,0.0,0.0,0.0,0.0
1634885787534,0.6431,0.7111,0.4007,-1.25,-3.21,-6.49,0.0,0.0,0.0,0.0
1634885787567,0.6038,0.6903,0.389,-5.83,-23.5,-11.19,0.0,0.0,0.0,0.0
1634885787600,0.6497,0.6901,0.3589,-9.41,-31.35,-13.96,0.0,0.0,0.0,0.0
1634885787633,0.6317,0.6495,0.2967,-6.23,-17.58,-18.38,0.0,0.0,0.0,0.0
1634885787666,0.6063,0.6764,0.2637,-1.39,-3.35,-23.44,0.0,0.0,0.0,0.0
1634885787699,0.6563,0.726,0.3011,1.07,13.69,-27.57,0.0,0.0,0.0,0.0
1634885787732,0.6478,0.7618,0.3467,-7.91,-5.79,-20.06,0.0,0.0,0.0,0.0
1634885787765,0.6075,0.745,0.3001,-10.54,-26.95,-11.79,0.0,0.0,0.0,0.0
1634885787798,0.6908,0.757,0.3731,-17.8,-33.49,-5.96,0.0,0.0,0.0,0.0
1634885787831,0.671,0.6962,0.3399,-21.68,-30.69,-1.48,0.0,0.0,0.0,0.0
1634885787864,0.6234,0.6493,0.3296,-19.8,-21.17,-5.35,0.0,0.0,0.0,0.0
1634885787897,0.672,0.6791,0.3731,-21.48,-7.32,-12.81,0.0,0.0,0.0,0.0
1634885787930,0.6605,0.6547,0.3457,-18.6,-15.75,-13.85,0.0,0.0,0.0,0.0
1634885787963,0.6988,0.6295,0.428,-15.41,-2.11,-9.62,0.0,0.0,0.0,0.0
1634885787996,0.6175,0.5817,0.4104,-16.57,-4.05,-6.28,0.0,0.0,0.0,0.0
1634885788029,0.7183,0.6229,0.3968,-15.25,1.83,-6.99,0.0,0.0,0.0,0.0
1634885788062,0.6624,0.6762,0.4185,-17.91,-2.74,-4.57,0.0,0.0,0.0,0.0
1634885788095,0.6456,0.6224,0.4549,-18.06,-5.81,0.78,0.0,0.0,0.0,0.0
1634885788128,0.6544,0.7064,0.46,-15.19,2.46,2.0,0.0,0.0,0.0,0.0
1634885788161,0.5924,0.6947,0.4642,-16.76,-12.85,8.95,0.0,0.0,0.0,0.0
1634885788194,0.6185,0.6971,0.441,-16.84,-10.07,15.23,0.0,0.0,0.0,0.0
1634885788227,0.6095,0.6808,0.4715,-14.89,-3.46,21.09,0.0,0.0,0.0,0.0
1634885788260,0.5479,0.7103,0.4559,-16.78,-10.6,18.81,0.0,0.0,0.0,0.0
1634885788293,0.6029,0.725,0.4388,-19.34,-11.56,14.9,0.0,0.0,0.0,0.0
1634885788326,0.6341,0.6781,0.4617,-14.2,-6.39,11.33,0.0,0.0,0.0,0.0
1634885788359,0.587,0.7111,0.4256,-10.89,-22.54,9.32,0.0,0.0,0.0,0.0
1634885788392,0.6671,0.6727,0.4092,-12.46,-10.37,6.23,0.0,0.0,0.0,0.0
1634885788425,0.6651,0.7096,0.3785,-11.82,-29.37,7.65,0.0,0.0,0.0,0.0
1634885788458,0.7086,0.673,0.3685,-15.44,-68.86,21.7,0.0,0.0,0.0,0.0
1634885788491,0.7096,0.6725,0.3709,-18.47,-86.02,31.06,0.0,0.0,0.0,0.0
1634885788524,0.7071,0.643,0.3558,-15.47,-94.36,27.42,0.0,0.0,0.0,0.0
1634885788557,0.7772,0.6276,0.294,-11.16,-101.01,26.84,0.0,0.0,0.0,0.0
1634885788590,0.7869,0.5844,0.2566,-2.11,-63.75,20.78,0.0,0.0,0.0,0.0
1634885788623,0.8153,0.6032,0.2754,1.93,-16.14,7.39,0.0,0.0,0.0,0.0
1634885788656,0.7557,0.5917,0.3277,1.26,13.43,2.68,0.0,0.0,0.0,0.0
1634885788689,0.7977,0.589,0.2637,3.96,12.46,0.58,0.0,0.0,0.0,0.0
1634885788722,0.7721,0.5936,0.2317,7.64,32.07,-2.98,0.0,0.0,0.0,0.0
1634885788755,0.734,0.5966,0.2398,6.07,31.46,0.11,0.0,0.0,0.0,0.0
1634885788788,0.8263,0.6273,0.232,9.64,62.7,4.19,0.0,0.0,0.0,0.0
1634885788821,0.754,0.6234,0.2391,15.58,40.09,14.93,0.0,0.0,0.0,0.0
1634885788854,0.8275,0.6261,0.2896,17.67,33.31,23.9,0.0,0.0,0.0,0.0
1634885788887,0.8209,0.5768,0.3392,17.0,59.37,27.13,0.0,0.0,0.0,0.0
1634885788920,0.7564,0.589,0.3902,15.81,20.3,36.93,0.0,0.0,0.0,0.0
1634885788953,0.9198,0.5531,0.3921,12.2,30.47,43.93,0.0,0.0,0.0,0.0
1634885788986,0.8148,0.5338,0.407,8.81,26.62,48.25,0.0,0.0,0.0,0.0
1634885789019,0.856,0.5333,0.4412,2.8,9.72,50.45,0.0,0.0,0.0,0.0
1634885789052,0.7674,0.6229,0.6211,-10.99,-14.85,51.56,0.0,0.0,0.0,0.0
1634885789085,0.8101,0.4742,0.4676,-18.35,-24.21,48.23,0.0,0.0,0.0,0.0
1634885789118,0.8265,0.5089,0.4664,-23.56,-28.17,46.22,0.0,0.0,0.0,0.0
1634885789151,0.8255,0.4872,0.4878,-35.02,-53.32,46.71,0.0,0.0,0.0,0.0
1634885789184,0.8697,0.4716,0.3936,-43.01,-63.69,43.67,0.0,0.0,0.0,0.0
1634885789217,0.8382,0.4425,0.3724,-47.12,-72.33,40.97,0.0,0.0,0.0,0.0
1634885789250,0.8734,0.4557,0.3211,-53.99,-95.81,44.93,0.0,0.0,0.0,0.0
1634885789283,0.9127,0.4572,0.2576,-60.06,-93.96,44.14,0.0,0.0,0.0,0.0
1634885789316,0.9256,0.4491,0.188,-61.47,-84.42,39.99,0.0,0.0,0.0,0.0
1634885789349,0.8451,0.4066,0.0257,-61.79,-85.67,35.71,0.0,0.0,0.0,0.0
1634885789382,0.9818,0.3773,0.0293,-73.18,-92.75,34.81,0.0,0.0,0.0,0.0
1634885789415,0.972,0.36,0.065,-77.41,-31.56,26.31,0.0,0.0,0.0,0.0
1634885789448,0.9347,0.3263,0.0337,-85.19,-25.04,19.79,0.0,0.0,0.0,0.0
1634885789481,0.9639,0.2589,-0.016,-86.95,-31.41,8.35,0.0,0.0,0.0,0.0
1634885789514,0.9608,0.2274,-0.0123,-90.4,-9.96,-4.12,0.0,0.0,0.0,0.0
1634885789547,1.0135,0.2294,-0.0394,-94.75,-9.64,-13.36,0.0,0.0,0.0,0.0
1634885789580,0.9771,0.2264,-0.0194,-98.32,-19.69,-16.96,0.0,0.0,0.0,0.0
1634885789613,0.9957,0.2372,-0.0194,-107.88,-5.96,-18.14,0.0,0.0,0.0,0.0
1634885789646,0.9945,0.2257,-0.044,-111.53,-2.21,-16.54,0.0,0.0,0.0,0.0
1634885789679,0.9525,0.2404,0.0381,-118.89,-3.0,-12.72,0.0,0.0,0.0,0.0
1634885789712,0.9095,0.2494,0.022,-129.71,-11.98,-10.57,0.0,0.0,0.0,0.0
1634885789745,0.8941,0.2523,0.001,-133.34,-20.46,-10.83,0.0,0.0,0.0,0.0
1634885789778,0.8709,0.2589,0.0115,-134.09,-23.37,-10.38,0.0,0.0,0.0,0.0
1634885789811,0.8617,0.2577,0.0047,-131.79,-12.07,-10.77,0.0,0.0,0.0,0.0
1634885789844,0.8512,0.2565,0.0181,-129.39,-19.46,-13.59,0.0,0.0,0.0,0.0
1634885789877,0.8983,0.2587,0.0235,-129.53,-28.27,-14.99,0.0,0.0,0.0,0.0
1634885789910,0.9127,0.2518,0.0208,-128.87,-29.35,-15.33,0.0,0.0,0.0,0.0
1634885789943,0.9349,0.2462,0.0332,-125.83,-41.99,-14.08,0.0,0.0,0.0,0.0
1634885789976,0.9246,0.2172,0.0393,-124.54,-43.76,-9.41,0.0,0.0,0.0,0.0
1634885790009,0.922,0.1886,0.0013,-120.67,-44.31,-7.16,0.0,0.0,0.0,0.0
1634885790042,0.9539,0.16,-0.0448,-117.5,-50.98,-12.06,0.0,0.0,0.0,0.0
1634885790075,1.0343,0.1425,-0.1278,-117.07,-49.04,-20.77,0.0,0.0,0.0,0.0
1634885790108,1.0848,0.1622,-0.1852,-113.28,-37.03,-22.44,0.0,0.0,0.0,0.0
1634885790141,1.0313,0.1505,-0.2142,-105.3,-35.2,-11.76,0.0,0.0,0.0,0.0
1634885790174,1.0921,0.1161,-0.2513,-98.96,-36.8,-5.67,0.0,0.0,0.0,0.0
1634885790207,1.0592,0.0956,-0.2892,-93.83,-23.26,-10.47,0.0,0.0,0.0,0.0
1634885790240,1.0409,0.1012,-0.2757,-87.5,-23.55,-10.77,0.0,0.0,0.0,0.0
1634885790273,0.9486,0.08,-0.2521,-79.05,-30.25,-4.99,0.0,0.0,0.0,0.0
1634885790306,0.9701,0.0739,-0.1988,-69.57,-20.05,3.97,0.0,0.0,0.0,0.0
1634885790339,0.9268,0.0861,-0.1498,-63.53,-6.72,9.41,0.0,0.0,0.0,0.0
1634885790372,0.8922,0.078,-0.1217,-62.35,-14.13,11.07,0.0,0.0,0.0,0.0
1634885790405,0.9202,0.0702,-0.1175,-59.91,-37.34,9.84,0.0,0.0,0.0,0.0
1634885790438,0.9801,0.0792,-0.0873,-56.51,-32.56,7.3,0.0,0.0,0.0,0.0
1634885790471,0.9923,0.0902,-0.0714,-56.09,-25.67,1.9,0.0,0.0,0.0,0.0
1634885790504,0.9952,0.1078,-0.045,-56.17,-28.94,-3.96,0.0,0.0,0.0,0.0
1634885790537,1.0326,0.1469,-0.0475,-52.28,-25.84,-6.23,0.0,0.0,0.0,0.0
1634885790570,1.0509,0.1703,-0.0362,-51.73,-13.53,-13.36,0.0,0.0,0.0,0.0
1634885790603,1.1175,0.2443,-0.055,-49.73,8.53,-24.34,0.0,0.0,0.0,0.0
1634885790636,1.1597,0.3263,-0.0069,-48.55,38.53,-36.58,0.0,0.0,0.0,0.0
1634885790669,1.1419,0.4022,0.0223,-51.76,43.46,-42.28,0.0,0.0,0.0,0.0
1634885790702,1.2042,0.474,-0.0401,-61.05,38.3,-54.2,0.0,0.0,0.0,0.0
1634885790735,1.0289,0.4489,0.0079,-57.5,13.42,-51.1,0.0,0.0,0.0,0.0
1634885790768,0.9781,0.4196,0.0503,-42.02,6.33,-34.49,0.0,0.0,0.0,0.0
1634885790801,0.9115,0.4633,0.0589,-26.63,30.84,-20.38,0.0,0.0,0.0,0.0
1634885790834,0.859,0.4542,0.0542,-23.09,51.78,-16.34,0.0,0.0,0.0,0.0
1634885790867,0.7408,0.3868,0.0696,-26.87,49.63,-19.18,0.0,0.0,0.0,0.0
1634885790900,0.6566,0.2897,0.1224,-30.41,25.88,-20.78,0.0,0.0,0.0,0.0
1634885790933,0.669,0.2199,0.1502,-32.23,4.46,-24.92,0.0,0.0,0.0,0.0
1634885790966,0.7813,0.2042,0.1761,-29.34,-12.07,-32.67,0.0,0.0,0.0,0.0
1634885790999,0.9376,0.1642,0.2327,-18.69,-11.87,-36.7,0.0,0.0,0.0,0.0
1634885791032,1.0235,0.1637,0.2659,-4.31,-1.26,-31.71,0.0,0.0,0.0,0.0
1634885791065,1.0972,0.1483,0.2757,12.39,15.33,-17.01,0.0,0.0,0.0,0.0
1634885791098,1.1698,0.1381,0.2979,25.18,34.27,-2.81,0.0,0.0,0.0,0.0
1634885791131,1.1991,0.1476,0.273,36.03,42.4,9.5,0.0,0.0,0.0,0.0
1634885791164,1.3294,0.1849,0.232,47.64,44.95,23.23,0.0,0.0,0.0,0.0
1634885791197,1.3304,0.2916,0.1831,60.58,66.9,44.32,0.0,0.0,0.0,0.0
1634885791230,1.2262,0.3473,0.1624,67.26,83.14,67.3,0.0,0.0,0.0,0.0
1634885791263,1.1966,0.337,0.1043,69.38,99.68,79.38,0.0,0.0,0.0,0.0
1634885791296,1.0994,0.3685,0.118,67.84,110.03,81.01,0.0,0.0,0.0,0.0
1634885791329,1.0086,0.3449,0.157,59.18,107.02,75.07,0.0,0.0,0.0,0.0
1634885791362,0.9867,0.3339,0.1634,52.52,115.07,74.0,0.0,0.0,0.0,0.0
1634885791395,0.8258,0.317,0.2083,47.61,115.24,70.57,0.0,0.0,0.0,0.0
1634885791428,0.8355,0.3212,0.2813,36.45,95.66,63.18,0.0,0.0,0.0,0.0
1634885791461,0.8453,0.39,0.302,27.58,106.73,46.64,0.0,0.0,0.0,0.0
1634885791494,0.7139,0.4828,0.3951,17.16,95.59,23.96,0.0,0.0,0.0,0.0
1634885791527,0.7293,0.5629,0.439,10.52,78.26,8.06,0.0,0.0,0.0,0.0
1634885791560,0.6815,0.6058,0.5008,6.45,69.72,-4.7,0.0,0.0,0.0,0.0
1634885791593,0.6324,0.5902,0.5677,5.16,67.57,-12.08,0.0,0.0,0.0,0.0
1634885791626,0.5831,0.5587,0.5662,10.89,46.49,-20.2,0.0,0.0,0.0,0.0
1634885791659,0.6285,0.4808,0.5713,29.94,47.71,-26.29,0.0,0.0,0.0,0.0
1634885791692,0.4984,0.3444,0.6368,43.62,63.63,-27.65,0.0,0.0,0.0,0.0
1634885791725,0.5951,0.5595,0.5801,49.19,90.61,-39.06,0.0,0.0,0.0,0.0
1634885791758,0.515,0.5543,0.6075,53.07,103.33,-43.54,0.0,0.0,0.0,0.0
1634885791791,0.4596,0.6827,0.607,49.16,97.13,-40.29,0.0,0.0,0.0,0.0
1634885791824,0.3902,0.6276,0.5938,47.15,88.78,-31.91,0.0,0.0,0.0,0.0
1634885791857,0.379,0.5819,0.6248,49.04,104.35,-23.44,0.0,0.0,0.0,0.0
1634885791890,0.2826,0.6202,0.6448,51.15,120.04,-21.82,0.0,0.0,0.0,0.0
1634885791923,0.2928,0.6918,0.6377,54.42,117.53,-18.43,0.0,0.0,0.0,0.0
1634885791956,0.1886,0.7848,0.763,46.68,121.57,-13.38,0.0,0.0,0.0,0.0
1634885791989,0.1107,0.7882,0.7425,32.36,78.87,1.03,0.0,0.0,0.0,0.0
1634885792022,0.222,0.8573,0.8047,31.03,81.02,13.09,0.0,0.0,0.0,0.0
1634885792055,0.1283,0.9125,0.7537,16.78,70.55,26.29,0.0,0.0,0.0,0.0
1634885792088,0.1766,0.8424,0.6465,7.67,64.81,42.17,0.0,0.0,0.0,0.0
1634885792121,0.0489,0.7872,0.6744,21.06,84.11,39.26,0.0,0.0,0.0,0.0
1634885792154,0.2474,0.8007,1.002,9.85,50.98,38.9,0.0,0.0,0.0,0.0
1634885792187,0.2423,0.6515,0.7642,-1.25,16.55,32.58,0.0,0.0,0.0,0.0
1634885792220,0.1224,0.6437,0.8094,7.87,35.74,18.17,0.0,0.0,0.0,0.0
1634885792253,0.0975,0.7108,0.8047,13.42,38.0,11.27,0.0,0.0,0.0,0.0
1634885792286,0.1444,0.6803,0.7344,18.74,32.35,8.86,0.0,0.0,0.0,0.0
1634885792319,0.14,0.7218,0.9056,11.45,47.82,10.4,0.0,0.0,0.0,0.0
1634885792352,0.0826,0.7294,0.9004,-4.96,48.3,17.74,0.0,0.0,0.0,0.0
1634885792385,0.0841,0.7225,0.9024,-18.4,40.84,33.01,0.0,0.0,0.0,0.0
1634885792418,0.2738,0.8055,0.8963,-39.68,55.72,46.22,0.0,0.0,0.0,0.0
1634885792451,0.1864,0.8175,0.9119,-58.69,60.0,63.01,0.0,0.0,0.0,0.0
1634885792484,0.2628,0.7992,0.8746,-70.22,47.97,78.48,0.0,0.0,0.0,0.0
1634885792517,0.3236,0.7255,0.8797,-76.7,33.77,98.68,0.0,0.0,0.0,0.0
1634885792550,0.2955,0.6732,0.8865,-75.96,9.56,113.23,0.0,0.0,0.0,0.0
1634885792583,0.356,0.5333,0.7815,-67.71,-27.4,131.06,0.0,0.0,0.0,0.0
1634885792616,0.377,0.4135,0.7061,-48.84,-67.03,139.84,0.0,0.0,0.0,0.0
1634885792649,0.4928,0.379,0.5811,-20.87,-87.78,138.19,0.0,0.0,0.0,0.0
1634885792682,0.4947,0.3026,0.4761,11.85,-112.21,137.59,0.0,0.0,0.0,0.0
1634885792715,0.5675,0.2069,0.4434,42.36,-143.24,131.91,0.0,0.0,0.0,0.0
1634885792748,0.796,0.2658,0.4002,66.08,-141.43,121.06,0.0,0.0,0.0,0.0
1634885792781,0.8143,0.2838,0.3611,81.32,-115.12,112.58,0.0,0.0,0.0,0.0
1634885792814,0.7955,0.3129,0.4429,89.1,-88.53,108.2,0.0,0.0,0.0,0.0
1634885792847,0.7796,0.3871,0.5801,85.33,-79.32,105.73,0.0,0.0,0.0,0.0
1634885792880,0.7681,0.4345,0.5982,78.61,-94.34,87.59,0.0,0.0,0.0,0.0
1634885792913,0.8502,0.444,0.6304,85.16,-93.73,74.51,0.0,0.0,0.0,0.0
1634885792946,0.8453,0.4415,0.688,90.97,-81.03,75.15,0.0,0.0,0.0,0.0
1634885792979,0.8941,0.4921,0.6702,93.47,-74.88,60.95,0.0,0.0,0.0,0.0
1634885793012,0.9085,0.4738,0.564,105.18,-64.82,49.23,0.0,0.0,0.0,0.0
1634885793045,0.8558,0.3849,0.5113,114.23,-40.53,44.29,0.0,0.0,0.0,0.0
1634885793078,0.825,0.3424,0.5218,110.14,-19.79,44.1,0.0,0.0,0.0,0.0
1634885793111,0.8197,0.3104,0.4497,101.27,-14.34,36.11,0.0,0.0,0.0,0.0
1634885793144,0.8272,0.2492,0.3714,92.4,-8.04,29.23,0.0,0.0,0.0,0.0
1634885793177,0.8966,0.2042,0.3426,87.45,2.14,23.1,0.0,0.0,0.0,0.0
1634885793210,0.9527,0.195,0.3243,80.98,6.99,24.69,0.0,0.0,0.0,0.0
1634885793243,1.0142,0.2242,0.2962,70.55,28.27,32.11,0.0,0.0,0.0,0.0
1634885793276,0.984,0.2347,0.2749,54.0,27.69,41.21,0.0,0.0,0.0,0.0
1634885793309,0.9493,0.1898,0.2779,40.08,2.91,47.55,0.0,0.0,0.0,0.0
1634885793342,1.0245,0.1449,0.2476,32.0,1.33,54.39,0.0,0.0,0.0,0.0
1634885793375,1.0477,0.1486,0.2303,29.0,1.46,63.62,0.0,0.0,0.0,0.0
1634885793408,1.0809,0.1398,0.2112,21.04,-16.62,66.05,0.0,0.0,0.0,0.0
1634885793441,1.1451,0.16,0.1436,15.61,-45.2,56.02,0.0,0.0,0.0,0.0
1634885793474,1.2362,0.1473,0.1241,26.1,-41.49,58.72,0.0,0.0,0.0,0.0
1634885793507,1.1817,0.1295,0.1072,39.01,-22.36,63.9,0.0,0.0,0.0,0.0
1634885793540,1.1502,0.1444,0.0911,49.01,-9.95,64.49,0.0,0.0,0.0,0.0
1634885793573,1.0702,0.1195,0.1182,53.45,-0.11,67.32,0.0,0.0,0.0,0.0
1634885793606,0.9661,0.0731,0.1375,53.96,-6.08,74.52,0.0,0.0,0.0,0.0
1634885793639,0.9281,0.0299,0.0877,52.2,3.1,81.44,0.0,0.0,0.0,0.0
1634885793672,0.8524,0.0211,0.0909,42.48,4.55,85.04,0.0,0.0,0.0,0.0
1634885793705,0.8822,0.0045,0.0689,29.0,1.1,80.34,0.0,0.0,0.0,0.0
1634885793738,0.8929,0.037,0.0743,19.91,-3.04,72.58,0.0,0.0,0.0,0.0
1634885793771,0.9195,0.0585,0.0713,6.65,-6.74,65.18,0.0,0.0,0.0,0.0
1634885793804,0.879,0.0321,0.1031,-1.93,-3.32,57.76,0.0,0.0,0.0,0.0
1634885793837,0.8997,-0.0001,0.1519,-11.36,-7.67,43.18,0.0,0.0,0.0,0.0
1634885793870,0.9347,-0.0043,0.1678,-24.8,-11.66,23.44,0.0,0.0,0.0,0.0
1634885793903,1.0421,-0.1091,0.1866,-36.02,-9.82,2.49,0.0,0.0,0.0,0.0
1634885793936,1.0848,-0.0923,0.1619,-46.63,-8.63,-22.25,0.0,0.0,0.0,0.0
1634885793969,1.0504,-0.1143,0.1844,-45.53,-14.59,-34.46,0.0,0.0,0.0,0.0
1634885794002,1.0577,-0.2544,0.2337,-37.09,-5.82,-30.66,0.0,0.0,0.0,0.0
1634885794035,1.0448,-0.2202,0.1487,-28.02,0.45,-24.26,0.0,0.0,0.0,0.0
1634885794068,1.0501,-0.2049,0.087,-19.1,-4.11,-22.69,0.0,0.0,0.0,0.0
