time,temp
1648531541492,33.05
1648531541742,33.05
1648531541992,33.05
1648531542242,33.05
1648531542492,33.05
1648531542742,33.05
1648531542992,33.05
1648531543242,33.0
1648531543492,33.0
1648531543743,33.0
1648531543993,33.0
1648531544243,32.97
1648531544493,32.97
1648531544743,32.97
1648531544993,32.97
1648531545243,33.03
1648531545493,33.03
1648531545743,33.03
1648531545993,33.03
1648531546243,33.03
1648531546493,33.03
1648531546743,33.03
1648531546993,33.03
1648531547243,33.05
1648531547493,33.05
1648531547743,33.05
1648531547993,33.05
1648531548243,33.07
1648531548493,33.07
1648531548743,33.07
1648531548993,33.07
1648531549243,33.05
1648531549493,33.05
1648531549743,33.05
1648531549993,33.05
1648531550243,33.03
1648531550493,33.03
1648531550743,33.03
1648531550993,33.03
1648531551243,33.05
1648531551493,33.05
1648531551743,33.05
1648531551994,33.05
1648531552244,33.03
1648531552494,33.03
1648531552744,33.03
1648531552994,33.03
1648531553244,33.03
1648531553494,33.03
1648531553744,33.03
1648531553994,33.03
1648531554244,33.05
1648531554494,33.05
1648531554744,33.05
1648531554994,33.05
1648531555244,33.03
1648531555494,33.03
1648531555744,33.03
1648531555994,33.03
1648531556244,33.03
1648531556494,33.03
1648531556744,33.03
1648531556994,33.03
1648531557244,33.09
1648531557494,33.09
1648531557744,33.09
1648531557994,33.09
1648531558244,33.0
1648531558494,33.0
1648531558744,33.0
1648531558994,33.0
1648531559244,33.13
1648531559494,33.13
1648531559744,33.13
1648531559995,33.13
1648531560245,33.05
1648531560495,33.05
1648531560745,33.05
1648531560995,33.05
1648531561245,33.07
1648531561495,33.07
1648531561745,33.07
1648531561995,33.07
1648531562245,33.23
1648531562495,33.23
1648531562745,33.23
1648531562995,33.23
1648531563245,33.25
1648531563495,33.25
1648531563745,33.25
1648531563995,33.25
1648531564245,33.25
1648531564495,33.25
1648531564745,33.25
1648531564995,33.25
1648531565245,33.25
1648531565495,33.25
1648531565745,33.25
1648531565995,33.25
1648531566245,33.18
1648531566495,33.18
1648531566745,33.18
1648531566995,33.18
1648531567245,33.23
1648531567495,33.23
1648531567745,33.23
1648531567995,33.23
1648531568246,33.16
1648531568496,33.16
1648531568746,33.16
1648531568996,33.16
1648531569246,33.18
1648531569496,33.18
1648531569746,33.18
1648531569996,33.18
1648531570246,33.18
1648531570496,33.18
1648531570746,33.18
1648531570996,33.18
1648531571246,33.18
1648531571496,33.18
1648531571746,33.18
1648531571996,33.18
1648531572246,33.21
1648531572496,33.21
1648531572746,33.21
1648531572996,33.21
1648531573246,33.23
1648531573496,33.23
1648531573746,33.23
1648531573996,33.23
1648531574246,33.25
1648531574496,33.25
1648531574746,33.25
1648531574996,33.25
1648531575246,33.33
1648531575496,33.33
1648531575746,33.33
1648531575996,33.33
1648531576247,33.29
1648531576497,33.29
1648531576747,33.29
1648531576997,33.29
1648531577247,33.27
1648531577497,33.27
1648531577747,33.27
1648531577997,33.27
1648531578247,33.25
1648531578497,33.25
1648531578747,33.25
1648531578997,33.25
1648531579247,33.31
1648531579497,33.31
1648531579747,33.31
1648531579997,33.31
1648531580247,33.23
1648531580497,33.23
1648531580747,33.23
1648531580997,33.23
1648531581247,33.18
1648531581497,33.18
1648531581747,33.18
1648531581997,33.18
1648531582247,33.21
1648531582497,33.21
1648531582747,33.21
1648531582997,33.21
1648531583247,33.16
1648531583497,33.16
1648531583747,33.16
1648531583997,33.16
1648531584247,33.16
1648531584498,33.16
1648531584748,33.16
1648531584998,33.16
1648531585248,33.15
1648531585498,33.15
1648531585748,33.15
1648531585998,33.15
1648531586248,33.15
1648531586498,33.15
1648531586748,33.15
1648531586998,33.15
1648531587248,33.16
1648531587498,33.16
1648531587748,33.16
1648531587998,33.16
1648531588248,33.11
1648531588498,33.11
1648531588748,33.11
1648531588998,33.11
1648531589248,33.29
1648531589498,33.29
1648531589748,33.29
1648531589998,33.29
1648531590248,33.29
1648531590498,33.29
1648531590748,33.29
1648531590998,33.29
1648531591248,33.18
1648531591498,33.18
1648531591748,33.18
1648531591998,33.18
1648531592248,33.23
1648531592499,33.23
1648531592749,33.23
1648531592999,33.23
1648531593249,33.25
1648531593499,33.25
1648531593749,33.25
1648531593999,33.25
1648531594249,33.18
1648531594499,33.18
1648531594749,33.18
1648531594999,33.18
1648531595249,33.25
1648531595499,33.25
1648531595749,33.25
1648531595999,33.25
1648531596249,33.25
1648531596499,33.25
1648531596749,33.25
1648531596999,33.25
1648531597249,33.21
1648531597499,33.21
1648531597749,33.21
1648531597999,33.21
1648531598249,33.16
1648531598499,33.16
1648531598749,33.16
1648531598999,33.16
1648531599249,33.18
1648531599499,33.18
1648531599749,33.18
1648531599999,33.18
1648531600249,33.18
1648531600500,33.18
1648531600750,33.18
1648531601000,33.18
1648531601250,33.21
1648531601500,33.21
1648531601750,33.21
1648531602000,33.21
1648531602250,33.23
1648531602500,33.23
1648531602750,33.23
1648531603000,33.23
1648531603250,33.21
1648531603500,33.21
1648531603750,33.21
1648531604000,33.21
1648531604250,33.33
1648531604500,33.33
1648531604750,33.33
1648531605000,33.33
1648531605250,33.41
1648531605500,33.41
1648531605750,33.41
1648531606000,33.41
1648531606250,33.39
1648531606500,33.39
1648531606750,33.39
1648531607000,33.39
1648531607250,33.39
1648531607500,33.39
1648531607750,33.39
1648531608000,33.39
1648531608250,33.39
1648531608500,33.39
1648531608751,33.39
1648531609001,33.39
1648531609251,33.45
1648531609501,33.45
1648531609751,33.45
1648531610001,33.45
1648531610251,33.39
1648531610501,33.39
1648531610751,33.39
1648531611001,33.39
1648531611251,33.45
1648531611501,33.45
1648531611751,33.45
1648531612001,33.45
1648531612251,33.49
1648531612501,33.49
1648531612751,33.49
1648531613001,33.49
1648531613251,33.55
1648531613501,33.55
1648531613751,33.55
1648531614001,33.55
1648531614251,33.47
1648531614501,33.47
1648531614751,33.47
1648531615001,33.47
1648531615251,33.55
1648531615501,33.55
1648531615751,33.55
1648531616001,33.55
1648531616251,33.55
1648531616501,33.55
1648531616752,33.55
1648531617002,33.55
1648531617252,33.59
1648531617502,33.59
1648531617752,33.59
1648531618002,33.59
1648531618252,33.55
1648531618502,33.55
1648531618752,33.55
1648531619002,33.55
1648531619252,33.57
1648531619502,33.57
1648531619752,33.57
1648531620002,33.57
1648531620252,33.57
1648531620502,33.57
1648531620752,33.57
1648531621002,33.57
1648531621252,33.57
1648531621502,33.57
1648531621752,33.57
1648531622002,33.57
1648531622252,33.59
1648531622502,33.59
1648531622752,33.59
1648531623002,33.59
1648531623252,33.61
1648531623502,33.61
1648531623752,33.61
1648531624002,33.61
1648531624252,33.55
1648531624502,33.55
1648531624752,33.55
1648531625003,33.55
1648531625253,33.57
1648531625503,33.57
1648531625753,33.57
1648531626003,33.57
1648531626253,33.57
1648531626503,33.57
1648531626753,33.57
1648531627003,33.57
1648531627253,33.5
1648531627503,33.5
1648531627753,33.5
1648531628003,33.5
1648531628253,33.61
1648531628503,33.61
1648531628753,33.61
1648531629003,33.61
1648531629253,33.68
1648531629503,33.68
1648531629753,33.68
1648531630003,33.68
1648531630253,33.73
1648531630503,33.73
1648531630753,33.73
1648531631003,33.73
1648531631253,33.68
1648531631503,33.68
1648531631753,33.68
1648531632003,33.68
1648531632253,33.71
1648531632503,33.71
1648531632753,33.71
1648531633004,33.71
1648531633254,33.68
1648531633504,33.68
1648531633754,33.68
1648531634004,33.68
1648531634254,33.71
1648531634504,33.71
1648531634754,33.71
1648531635004,33.71
1648531635254,33.65
1648531635504,33.65
1648531635754,33.65
1648531636004,33.65
1648531636254,33.71
1648531636504,33.71
1648531636754,33.71
1648531637004,33.71
1648531637254,33.68
1648531637504,33.68
1648531637754,33.68
1648531638004,33.68
1648531638254,33.73
1648531638504,33.73
1648531638754,33.73
1648531639004,33.73
1648531639254,33.68
1648531639504,33.68
1648531639754,33.68
1648531640004,33.68
1648531640254,33.71
1648531640504,33.71
1648531640754,33.71
1648531641005,33.71
1648531641255,33.71
1648531641505,33.71
1648531641755,33.71
1648531642005,33.71
1648531642255,33.66
1648531642505,33.66
1648531642755,33.66
1648531643005,33.66
1648531643255,33.83
1648531643505,33.83
1648531643755,33.83
1648531644005,33.83
1648531644255,33.84
1648531644505,33.84
1648531644755,33.84
1648531645005,33.84
1648531645255,33.89
1648531645505,33.89
1648531645755,33.89
1648531646005,33.89
1648531646255,33.89
1648531646505,33.89
1648531646755,33.89
1648531647005,33.89
1648531647255,33.89
1648531647505,33.89
1648531647755,33.89
1648531648005,33.89
1648531648255,33.93
1648531648505,33.93
1648531648755,33.93
1648531649005,33.93
1648531649256,33.91
1648531649506,33.91
1648531649756,33.91
1648531650006,33.91
1648531650256,33.91
1648531650506,33.91
1648531650756,33.91
1648531651006,33.91
1648531651256,33.91
1648531651506,33.91
1648531651756,33.91
1648531652006,33.91
1648531652256,33.93
1648531652506,33.93
1648531652756,33.93
1648531653006,33.93
1648531653256,33.91
1648531653506,33.91
1648531653756,33.91
1648531654006,33.91
1648531654256,33.95
1648531654506,33.95
1648531654756,33.95
1648531655006,33.95
1648531655256,33.95
1648531655506,33.95
1648531655756,33.95
1648531656006,33.95
1648531656256,33.87
1648531656506,33.87
1648531656756,33.87
1648531657006,33.87
1648531657257,33.89
1648531657507,33.89
1648531657757,33.89
1648531658007,33.89
1648531658257,33.95
1648531658507,33.95
1648531658757,33.95
1648531659007,33.95
1648531659257,33.97
1648531659507,33.97
1648531659757,33.97
1648531660007,33.97
1648531660257,34.0
1648531660507,34.0
1648531660757,34.0
1648531661007,34.0
1648531661257,34.05
1648531661507,34.05
1648531661757,34.05
1648531662007,34.05
1648531662257,34.07
1648531662507,34.07
1648531662757,34.07
1648531663007,34.07
1648531663257,34.0
1648531663507,34.0
1648531663757,34.0
1648531664007,34.0
1648531664257,34.03
1648531664507,34.03
1648531664757,34.03
1648531665007,34.03
1648531665257,34.0
1648531665508,34.0
1648531665758,34.0
1648531666008,34.0
1648531666258,33.99
1648531666508,33.99
1648531666758,33.99
1648531667008,33.99
1648531667258,33.95
1648531667508,33.95
1648531667758,33.95
1648531668008,33.95
1648531668258,33.95
1648531668508,33.95
1648531668758,33.95
1648531669008,33.95
1648531669258,33.89
1648531669508,33.89
1648531669758,33.89
1648531670008,33.89
1648531670258,33.95
1648531670508,33.95
1648531670758,33.95
1648531671008,33.95
1648531671258,33.93
1648531671508,33.93
1648531671758,33.93
1648531672008,33.93
1648531672258,33.83
1648531672508,33.83
1648531672758,33.83
1648531673008,33.83
1648531673258,34.03
1648531673509,34.03
1648531673759,34.03
1648531674009,34.03
1648531674259,34.0
1648531674509,34.0
1648531674759,34.0
1648531675009,34.0
1648531675259,34.0
1648531675509,34.0
1648531675759,34.0
1648531676009,34.0
1648531676259,33.99
1648531676509,33.99
1648531676759,33.99
1648531677009,33.99
1648531677259,34.13
1648531677509,34.13
1648531677759,34.13
1648531678009,34.13
1648531678259,34.11
1648531678509,34.11
1648531678759,34.11
1648531679009,34.11
1648531679259,34.07
1648531679509,34.07
1648531679759,34.07
1648531680009,34.07
1648531680259,34.13
1648531680509,34.13
1648531680759,34.13
1648531681009,34.13
1648531681259,34.18
1648531681510,34.18
1648531681760,34.18
1648531682010,34.18
1648531682260,34.21
1648531682510,34.21
1648531682760,34.21
1648531683010,34.21
1648531683260,34.15
1648531683510,34.15
1648531683760,34.15
1648531684010,34.15
1648531684260,34.13
1648531684510,34.13
1648531684760,34.13
1648531685010,34.13
1648531685260,34.09
1648531685510,34.09
1648531685760,34.09
1648531686010,34.09
1648531686260,34.09
1648531686510,34.09
1648531686760,34.09
1648531687010,34.09
1648531687260,34.18
1648531687510,34.18
1648531687760,34.18
1648531688010,34.18
1648531688260,34.21
1648531688510,34.21
1648531688760,34.21
1648531689010,34.21
1648531689260,34.31
1648531689510,34.31
1648531689761,34.31
1648531690011,34.31
1648531690261,34.33
1648531690511,34.33
1648531690761,34.33
1648531691011,34.33
1648531691261,34.34
1648531691511,34.34
1648531691761,34.34
1648531692011,34.34
1648531692261,34.34
1648531692511,34.34
1648531692761,34.34
1648531693011,34.34
1648531693261,34.37
1648531693511,34.37
1648531693761,34.37
1648531694011,34.37
1648531694261,34.33
1648531694511,34.33
1648531694761,34.33
1648531695011,34.33
1648531695261,34.33
1648531695511,34.33
1648531695761,34.33
1648531696011,34.33
1648531696261,34.33
1648531696511,34.33
1648531696761,34.33
1648531697011,34.33
1648531697261,34.33
1648531697511,34.33
1648531697762,34.33
1648531698012,34.33
1648531698262,34.34
1648531698512,34.34
1648531698762,34.34
1648531699012,34.34
1648531699262,34.37
1648531699512,34.37
1648531699762,34.37
1648531700012,34.37
1648531700262,34.34
1648531700512,34.34
1648531700762,34.34
1648531701012,34.34
1648531701262,34.39
1648531701512,34.39
1648531701762,34.39
1648531702012,34.39
1648531702262,34.34
1648531702512,34.34
1648531702762,34.34
1648531703012,34.34
1648531703262,34.39
1648531703512,34.39
1648531703762,34.39
1648531704012,34.39
1648531704262,34.41
1648531704512,34.41
1648531704762,34.41
1648531705012,34.41
1648531705262,34.47
1648531705512,34.47
1648531705762,34.47
1648531706013,34.47
1648531706263,34.49
1648531706513,34.49
1648531706763,34.49
1648531707013,34.49
1648531707263,34.47
1648531707513,34.47
1648531707763,34.47
1648531708013,34.47
1648531708263,34.49
1648531708513,34.49
1648531708763,34.49
1648531709013,34.49
1648531709263,34.49
1648531709513,34.49
1648531709763,34.49
1648531710013,34.49
1648531710263,34.47
1648531710513,34.47
1648531710763,34.47
1648531711013,34.47
1648531711263,34.45
1648531711513,34.45
1648531711763,34.45
1648531712013,34.45
1648531712263,34.47
1648531712513,34.47
1648531712763,34.47
1648531713013,34.47
1648531713263,34.45
1648531713513,34.45
1648531713763,34.45
1648531714014,34.45
1648531714264,34.49
1648531714514,34.49
1648531714764,34.49
1648531715014,34.49
1648531715264,34.55
1648531715514,34.55
1648531715764,34.55
1648531716014,34.55
1648531716264,34.61
1648531716514,34.61
1648531716764,34.61
1648531717014,34.61
1648531717264,34.61
1648531717514,34.61
1648531717764,34.61
1648531718014,34.61
1648531718264,34.59
1648531718514,34.59
1648531718764,34.59
1648531719014,34.59
1648531719264,34.57
1648531719514,34.57
1648531719764,34.57
1648531720014,34.57
1648531720264,34.57
1648531720514,34.57
1648531720764,34.57
1648531721014,34.57
1648531721264,34.63
1648531721514,34.63
1648531721764,34.63
1648531722014,34.63
1648531722265,34.57
1648531722515,34.57
1648531722765,34.57
1648531723015,34.57
1648531723265,34.65
1648531723515,34.65
1648531723765,34.65
1648531724015,34.65
1648531724265,34.61
1648531724515,34.61
1648531724765,34.61
1648531725015,34.61
1648531725265,34.63
1648531725515,34.63
1648531725765,34.63
1648531726015,34.63
1648531726265,34.66
1648531726515,34.66
1648531726765,34.66
1648531727015,34.66
1648531727265,34.71
1648531727515,34.71
1648531727765,34.71
1648531728015,34.71
1648531728265,34.71
1648531728515,34.71
1648531728765,34.71
1648531729015,34.71
1648531729265,34.71
1648531729515,34.71
1648531729765,34.71
1648531730015,34.71
1648531730266,34.71
1648531730516,34.71
1648531730766,34.71
1648531731016,34.71
1648531731266,34.66
1648531731516,34.66
1648531731766,34.66
1648531732016,34.66
1648531732266,34.73
1648531732516,34.73
1648531732766,34.73
1648531733016,34.73
1648531733266,34.75
1648531733516,34.75
1648531733766,34.75
1648531734016,34.75
1648531734266,34.75
1648531734516,34.75
1648531734766,34.75
1648531735016,34.75
1648531735266,34.75
1648531735516,34.75
1648531735766,34.75
1648531736016,34.75
1648531736266,34.77
1648531736516,34.77
1648531736766,34.77
1648531737016,34.77
1648531737266,34.81
1648531737516,34.81
1648531737766,34.81
1648531738016,34.81
1648531738267,34.81
1648531738517,34.81
1648531738767,34.81
1648531739017,34.81
1648531739267,34.81
1648531739517,34.81
1648531739767,34.81
1648531740017,34.81
1648531740267,34.84
1648531740517,34.84
1648531740767,34.84
1648531741017,34.84
1648531741267,34.87
1648531741517,34.87
1648531741767,34.87
1648531742017,34.87
1648531742267,34.84
1648531742517,34.84
1648531742767,34.84
1648531743017,34.84
1648531743267,34.84
1648531743517,34.84
1648531743767,34.84
1648531744017,34.84
1648531744267,34.83
1648531744517,34.83
1648531744767,34.83
1648531745017,34.83
1648531745267,34.87
1648531745517,34.87
1648531745767,34.87
1648531746017,34.87
1648531746267,34.87
1648531746518,34.87
1648531746768,34.87
1648531747018,34.87
1648531747268,34.91
1648531747518,34.91
1648531747768,34.91
1648531748018,34.91
1648531748268,34.89
1648531748518,34.89
1648531748768,34.89
1648531749018,34.89
1648531749268,34.97
1648531749518,34.97
1648531749768,34.97
1648531750018,34.97
1648531750268,34.95
1648531750518,34.95
1648531750768,34.95
1648531751018,34.95
1648531751268,34.97
1648531751518,34.97
1648531751768,34.97
1648531752018,34.97
1648531752268,34.95
1648531752518,34.95
1648531752768,34.95
1648531753018,34.95
1648531753268,34.91
1648531753518,34.91
1648531753768,34.91
1648531754018,34.91
1648531754268,34.93
1648531754519,34.93
1648531754769,34.93
1648531755019,34.93
1648531755269,34.93
1648531755519,34.93
1648531755769,34.93
1648531756019,34.93
1648531756269,34.89
1648531756519,34.89
1648531756769,34.89
1648531757019,34.89
1648531757269,34.84
1648531757519,34.84
1648531757769,34.84
1648531758019,34.84
1648531758269,34.84
1648531758519,34.84
1648531758769,34.84
1648531759019,34.84
1648531759269,34.84
1648531759519,34.84
1648531759769,34.84
1648531760019,34.84
1648531760269,34.84
1648531760519,34.84
1648531760769,34.84
1648531761019,34.84
1648531761269,34.84
1648531761519,34.84
1648531761769,34.84
1648531762019,34.84
1648531762269,34.93
1648531762519,34.93
1648531762770,34.93
1648531763020,34.93
1648531763270,34.91
1648531763520,34.91
1648531763770,34.91
1648531764020,34.91
1648531764270,34.93
1648531764520,34.93
1648531764770,34.93
1648531765020,34.93
1648531765270,34.97
1648531765520,34.97
1648531765770,34.97
1648531766020,34.97
1648531766270,34.97
1648531766520,34.97
1648531766770,34.97
1648531767020,34.97
1648531767270,34.99
1648531767520,34.99
1648531767770,34.99
1648531768020,34.99
1648531768270,34.93
1648531768520,34.93
1648531768770,34.93
1648531769020,34.93
1648531769270,34.87
1648531769520,34.87
1648531769770,34.87
1648531770020,34.87
1648531770270,34.87
1648531770520,34.87
1648531770771,34.87
1648531771021,34.87
1648531771271,34.79
1648531771521,34.79
1648531771771,34.79
1648531772021,34.79
1648531772271,34.81
1648531772521,34.81
1648531772771,34.81
1648531773021,34.81
1648531773271,34.91
1648531773521,34.91
1648531773771,34.91
1648531774021,34.91
1648531774271,35.0
1648531774521,35.0
1648531774771,35.0
1648531775021,35.0
1648531775271,35.03
1648531775521,35.03
1648531775771,35.03
1648531776021,35.03
1648531776271,35.09
1648531776521,35.09
1648531776771,35.09
1648531777021,35.09
1648531777271,35.07
1648531777521,35.07
1648531777771,35.07
1648531778021,35.07
1648531778271,35.11
1648531778521,35.11
1648531778772,35.11
1648531779022,35.11
1648531779272,35.13
1648531779522,35.13
1648531779772,35.13
1648531780022,35.13
1648531780272,35.13
1648531780522,35.13
1648531780772,35.13
1648531781022,35.13
1648531781272,35.09
1648531781522,35.09
1648531781772,35.09
1648531782022,35.09
1648531782272,35.09
1648531782522,35.09
1648531782772,35.09
1648531783022,35.09
1648531783272,35.13
1648531783522,35.13
1648531783772,35.13
1648531784022,35.13
1648531784272,35.15
1648531784522,35.15
1648531784772,35.15
1648531785022,35.15
1648531785272,35.13
1648531785522,35.13
1648531785772,35.13
1648531786022,35.13
1648531786272,35.11
1648531786522,35.11
1648531786772,35.11
1648531787023,35.11
1648531787273,35.15
1648531787523,35.15
1648531787773,35.15
1648531788023,35.15
1648531788273,35.21
1648531788523,35.21
1648531788773,35.21
1648531789023,35.21
1648531789273,35.18
1648531789523,35.18
1648531789773,35.18
1648531790023,35.18
1648531790273,35.21
1648531790523,35.21
1648531790773,35.21
1648531791023,35.21
1648531791273,35.16
1648531791523,35.16
1648531791773,35.16
1648531792023,35.16
1648531792273,35.16
1648531792523,35.16
1648531792773,35.16
1648531793023,35.16
1648531793273,35.18
1648531793523,35.18
1648531793773,35.18
1648531794023,35.18
1648531794273,35.21
1648531794523,35.21
1648531794773,35.21
1648531795024,35.21
1648531795274,35.18
1648531795524,35.18
1648531795774,35.18
1648531796024,35.18
1648531796274,35.21
1648531796524,35.21
1648531796774,35.21
1648531797024,35.21
1648531797274,35.23
1648531797524,35.23
1648531797774,35.23
1648531798024,35.23
1648531798274,35.27
1648531798524,35.27
1648531798774,35.27
1648531799024,35.27
1648531799274,35.25
1648531799524,35.25
1648531799774,35.25
1648531800024,35.25
1648531800274,35.23
1648531800524,35.23
1648531800774,35.23
1648531801024,35.23
1648531801274,35.27
1648531801524,35.27
1648531801774,35.27
1648531802024,35.27
1648531802274,35.29
1648531802524,35.29
1648531802774,35.29
1648531803024,35.29
1648531803275,35.25
1648531803525,35.25
1648531803775,35.25
1648531804025,35.25
1648531804275,35.31
1648531804525,35.31
1648531804775,35.31
1648531805025,35.31
1648531805275,35.27
1648531805525,35.27
1648531805775,35.27
1648531806025,35.27
1648531806275,35.33
1648531806525,35.33
1648531806775,35.33
1648531807025,35.33
1648531807275,35.33
1648531807525,35.33
1648531807775,35.33
1648531808025,35.33
1648531808275,35.31
1648531808525,35.31
1648531808775,35.31
1648531809025,35.31
1648531809275,35.31
1648531809525,35.31
1648531809775,35.31
1648531810025,35.31
1648531810275,35.31
1648531810525,35.31
1648531810775,35.31
1648531811025,35.31
1648531811276,35.31
1648531811526,35.31
1648531811776,35.31
1648531812026,35.31
1648531812276,35.31
1648531812526,35.31
1648531812776,35.31
1648531813026,35.31
1648531813276,35.33
1648531813526,35.33
1648531813776,35.33
1648531814026,35.33
1648531814276,35.34
1648531814526,35.34
1648531814776,35.34
1648531815026,35.34
1648531815276,35.37
1648531815526,35.37
1648531815776,35.37
1648531816026,35.37
1648531816276,35.39
1648531816526,35.39
1648531816776,35.39
1648531817026,35.39
1648531817276,35.39
1648531817526,35.39
1648531817776,35.39
1648531818026,35.39
1648531818276,35.39
1648531818526,35.39
1648531818776,35.39
1648531819026,35.39
1648531819277,35.37
1648531819527,35.37
1648531819777,35.37
1648531820027,35.37
1648531820277,35.34
1648531820527,35.34
1648531820777,35.34
1648531821027,35.34
1648531821277,35.33
1648531821527,35.33
1648531821777,35.33
1648531822027,35.33
1648531822277,35.37
1648531822527,35.37
1648531822777,35.37
1648531823027,35.37
1648531823277,35.33
1648531823527,35.33
1648531823777,35.33
1648531824027,35.33
1648531824277,35.31
1648531824527,35.31
1648531824777,35.31
1648531825027,35.31
1648531825277,35.39
1648531825527,35.39
1648531825777,35.39
1648531826027,35.39
1648531826277,35.33
1648531826527,35.33
1648531826777,35.33
1648531827027,35.33
1648531827277,35.31
1648531827528,35.31
1648531827778,35.31
1648531828028,35.31
1648531828278,35.31
1648531828528,35.31
1648531828778,35.31
1648531829028,35.31
1648531829278,35.34
1648531829528,35.34
1648531829778,35.34
1648531830028,35.34
1648531830278,35.34
1648531830528,35.34
1648531830778,35.34
1648531831028,35.34
1648531831278,35.34
1648531831528,35.34
1648531831778,35.34
1648531832028,35.34
1648531832278,35.39
1648531832528,35.39
1648531832778,35.39
1648531833028,35.39
1648531833278,35.41
1648531833528,35.41
1648531833778,35.41
1648531834028,35.41
1648531834278,35.43
1648531834528,35.43
1648531834778,35.43
1648531835028,35.43
1648531835278,35.41
1648531835529,35.41
1648531835779,35.41
1648531836029,35.41
1648531836279,35.45
1648531836529,35.45
1648531836779,35.45
1648531837029,35.45
1648531837279,35.47
1648531837529,35.47
1648531837779,35.47
1648531838029,35.47
1648531838279,35.47
1648531838529,35.47
1648531838779,35.47
1648531839029,35.47
1648531839279,35.49
1648531839529,35.49
1648531839779,35.49
1648531840029,35.49
1648531840279,35.5
1648531840529,35.5
1648531840779,35.5
1648531841029,35.5
1648531841279,35.5
1648531841529,35.5
1648531841779,35.5
1648531842029,35.5
1648531842279,35.55
1648531842529,35.55
1648531842779,35.55
1648531843029,35.55
1648531843279,35.53
1648531843529,35.53
1648531843780,35.53
1648531844030,35.53
1648531844280,35.5
1648531844530,35.5
1648531844780,35.5
1648531845030,35.5
1648531845280,35.47
1648531845530,35.47
1648531845780,35.47
1648531846030,35.47
1648531846280,35.5
1648531846530,35.5
1648531846780,35.5
1648531847030,35.5
1648531847280,35.5
1648531847530,35.5
1648531847780,35.5
1648531848030,35.5
1648531848280,35.55
1648531848530,35.55
1648531848780,35.55
1648531849030,35.55
1648531849280,35.53
1648531849530,35.53
1648531849780,35.53
1648531850030,35.53
1648531850280,35.53
1648531850530,35.53
1648531850780,35.53
1648531851030,35.53
1648531851280,35.55
1648531851530,35.55
1648531851781,35.55
1648531852031,35.55
1648531852281,35.59
1648531852531,35.59
1648531852781,35.59
1648531853031,35.59
1648531853281,35.55
1648531853531,35.55
1648531853781,35.55
1648531854031,35.55
1648531854281,35.57
1648531854531,35.57
1648531854781,35.57
1648531855031,35.57
1648531855281,35.57
1648531855531,35.57
1648531855781,35.57
1648531856031,35.57
1648531856281,35.57
1648531856531,35.57
1648531856781,35.57
1648531857031,35.57
1648531857281,35.57
1648531857531,35.57
1648531857781,35.57
1648531858031,35.57
1648531858281,35.57
1648531858531,35.57
1648531858781,35.57
1648531859031,35.57
1648531859281,35.63
1648531859531,35.63
1648531859781,35.63
