time,bvp
1634885796319,52.54
1634885796335,49.9
1634885796351,47.43
1634885796366,45.61
1634885796382,44.87
1634885796397,45.53
1634885796413,47.55
1634885796429,50.51
1634885796444,53.75
1634885796460,56.65
1634885796476,58.85
1634885796491,60.39
1634885796507,61.53
1634885796522,62.44
1634885796538,62.98
1634885796554,62.63
1634885796569,60.65
1634885796585,56.31
1634885796601,49.13
1634885796616,38.99
1634885796632,26.25
1634885796647,11.65
1634885796663,-3.69
1634885796679,-18.51
1634885796694,-31.65
1634885796710,-42.35
1634885796726,-50.41
1634885796741,-55.98
1634885796757,-59.3
1634885796772,-60.45
1634885796788,-59.44
1634885796804,-56.42
1634885796819,-51.99
1634885796835,-47.0
1634885796851,-42.17
1634885796866,-37.61
1634885796882,-32.77
1634885796897,-26.74
1634885796913,-18.87
1634885796929,-9.23
1634885796944,1.42
1634885796960,12.0
1634885796976,21.69
1634885796991,30.14
1634885797007,37.4
1634885797022,43.64
1634885797038,48.86
1634885797054,52.82
1634885797069,55.12
1634885797085,55.46
1634885797101,53.77
1634885797116,50.32
1634885797132,45.62
1634885797147,40.34
1634885797163,35.07
1634885797179,30.25
1634885797194,26.04
1634885797210,22.45
1634885797226,19.33
1634885797241,16.5
1634885797257,13.75
1634885797272,10.9
1634885797288,7.84
1634885797304,4.55
1634885797319,1.12
1634885797335,-2.23
1634885797351,-5.29
1634885797366,-7.89
1634885797382,-9.98
1634885797397,-11.6
1634885797413,-12.86
1634885797429,-13.86
1634885797444,-14.79
1634885797460,-15.88
1634885797476,-17.35
1634885797491,-19.34
1634885797507,-21.8
1634885797522,-24.55
1634885797538,-27.39
1634885797554,-30.26
1634885797569,-33.25
1634885797585,-36.52
1634885797601,-40.08
1634885797616,-43.7
1634885797632,-46.89
1634885797647,-49.09
1634885797663,-49.93
1634885797679,-49.5
1634885797694,-48.3
1634885797710,-47.06
1634885797726,-46.37
1634885797741,-46.37
1634885797757,-46.65
1634885797772,-46.52
1634885797788,-45.48
1634885797804,-43.46
1634885797819,-40.93
1634885797835,-38.57
1634885797851,-36.79
1634885797866,-35.49
1634885797882,-34.02
1634885797897,-31.5
1634885797913,-27.24
1634885797929,-21.06
1634885797944,-13.32
1634885797960,-4.79
1634885797976,3.73
1634885797991,11.61
1634885798007,18.57
1634885798022,24.68
1634885798038,30.25
1634885798054,35.57
1634885798069,40.68
1634885798085,45.44
1634885798101,49.66
1634885798116,53.62
1634885798132,58.22
1634885798147,64.77
1634885798163,74.07
1634885798179,85.4
1634885798194,96.08
1634885798210,101.83
1634885798226,98.3
1634885798241,82.65
1634885798257,54.41
1634885798272,15.11
1634885798288,-33.08
1634885798304,-88.23
1634885798319,-148.5
1634885798335,-210.71
1634885798351,-269.36
1634885798366,-316.94
1634885798382,-346.2
1634885798397,-353.04
1634885798413,-338.35
1634885798429,-307.42
1634885798444,-267.09
1634885798460,-222.67
1634885798476,-176.37
1634885798491,-128.23
1634885798507,-78.49
1634885798522,-29.63
1634885798538,13.62
1634885798554,46.29
1634885798569,65.81
1634885798585,73.39
1634885798601,73.3
1634885798616,70.54
1634885798632,68.45
1634885798647,67.8
1634885798663,67.45
1634885798679,65.92
1634885798694,62.79
1634885798710,58.97
1634885798726,55.94
1634885798741,54.7
1634885798757,55.16
1634885798772,56.37
1634885798788,57.14
1634885798804,56.72
1634885798819,54.93
1634885798835,52.13
1634885798851,48.8
1634885798866,45.61
1634885798882,43.25
1634885798897,42.35
1634885798913,43.16
1634885798929,45.27
1634885798944,47.69
1634885798960,49.35
1634885798976,49.87
1634885798991,49.78
1634885799007,50.32
1634885799022,52.49
1634885799038,56.4
1634885799054,61.16
1634885799069,65.43
1634885799085,68.25
1634885799101,69.47
1634885799116,69.65
1634885799132,69.43
1634885799147,69.09
1634885799163,68.5
1634885799179,67.52
1634885799194,66.37
1634885799210,65.63
1634885799226,65.87
1634885799241,67.23
1634885799257,69.3
1634885799272,71.43
1634885799288,73.13
1634885799304,74.28
1634885799319,74.92
1634885799335,74.93
1634885799351,73.8
1634885799366,70.9
1634885799382,65.89
1634885799397,59.08
1634885799413,51.4
1634885799429,43.8
1634885799444,36.64
1634885799460,29.3
1634885799476,20.38
1634885799491,8.4
1634885799507,-7.36
1634885799522,-26.35
1634885799538,-46.76
1634885799554,-66.2
1634885799569,-82.47
1634885799585,-94.21
1634885799601,-101.19
1634885799616,-104.0
1634885799632,-103.61
1634885799647,-100.88
1634885799663,-96.42
1634885799679,-90.63
1634885799694,-83.99
1634885799710,-77.16
1634885799726,-70.83
1634885799741,-65.28
1634885799757,-60.02
1634885799772,-53.77
1634885799788,-44.93
1634885799804,-32.23
1634885799819,-15.35
1634885799835,4.87
1634885799851,26.73
1634885799866,48.21
1634885799882,67.64
1634885799897,84.08
1634885799913,97.49
1634885799929,108.59
1634885799944,118.72
1634885799960,129.31
1634885799976,141.35
1634885799991,154.96
1634885800007,169.2
1634885800022,182.35
1634885800038,192.46
1634885800054,197.94
1634885800069,197.96
1634885800085,192.59
1634885800101,182.72
1634885800116,169.94
1634885800132,156.18
1634885800147,143.12
1634885800163,131.6
1634885800179,121.22
1634885800194,110.57
1634885800210,98.04
1634885800226,82.76
1634885800241,65.16
1634885800257,46.78
1634885800272,29.48
1634885800288,14.53
1634885800304,2.18
1634885800319,-8.11
1634885800335,-17.22
1634885800351,-25.91
1634885800366,-34.75
1634885800382,-44.13
1634885800397,-54.23
1634885800413,-64.91
1634885800429,-75.55
1634885800444,-85.15
1634885800460,-92.62
1634885800476,-97.23
1634885800491,-98.57
1634885800507,-96.39
1634885800522,-90.16
1634885800538,-78.85
1634885800554,-61.12
1634885800569,-35.92
1634885800585,-3.19
1634885800601,35.49
1634885800616,76.72
1634885800632,115.84
1634885800647,148.06
1634885800663,169.75
1634885800679,179.59
1634885800694,178.57
1634885800710,169.21
1634885800726,154.17
1634885800741,135.03
1634885800757,112.09
1634885800772,84.98
1634885800788,53.83
1634885800804,19.72
1634885800819,-15.3
1634885800835,-49.36
1634885800851,-81.76
1634885800866,-113.54
1634885800882,-147.16
1634885800897,-185.85
1634885800913,-232.68
1634885800929,-289.58
1634885800944,-356.32
1634885800960,-429.42
1634885800976,-502.02
1634885800991,-564.94
1634885801007,-609.2
1634885801022,-629.05
1634885801038,-624.06
1634885801054,-599.2
1634885801069,-562.47
1634885801085,-521.64
1634885801101,-481.47
1634885801116,-443.07
1634885801132,-405.12
1634885801147,-366.1
1634885801163,-325.91
1634885801179,-285.9
1634885801194,-247.7
1634885801210,-211.88
1634885801226,-177.3
1634885801241,-141.74
1634885801257,-103.14
1634885801272,-60.49
1634885801288,-14.06
1634885801304,34.87
1634885801319,84.78
1634885801335,134.22
1634885801351,181.51
1634885801366,224.46
1634885801382,260.32
1634885801397,286.3
1634885801413,300.57
1634885801429,303.12
1634885801444,295.91
1634885801460,282.28
1634885801476,265.7
1634885801491,248.86
1634885801507,233.21
1634885801522,219.3
1634885801538,207.39
1634885801554,197.73
1634885801569,190.44
1634885801585,185.1
1634885801601,180.61
1634885801616,175.39
1634885801632,168.07
1634885801647,158.15
1634885801663,146.11
1634885801679,133.13
1634885801694,120.42
1634885801710,108.65
1634885801726,97.93
1634885801741,88.01
1634885801757,78.62
1634885801772,69.7
1634885801788,61.31
1634885801804,53.39
1634885801819,45.68
1634885801835,37.81
1634885801851,29.47
1634885801866,20.73
1634885801882,12.06
1634885801897,4.24
1634885801913,-1.95
1634885801929,-5.99
1634885801944,-7.78
1634885801960,-7.6
1634885801976,-6.09
1634885801991,-4.03
1634885802007,-2.19
1634885802022,-1.23
1634885802038,-1.51
1634885802054,-3.08
1634885802069,-5.61
1634885802085,-8.52
1634885802101,-11.0
1634885802116,-12.3
1634885802132,-11.91
1634885802147,-9.75
1634885802163,-6.33
1634885802179,-2.55
1634885802194,0.62
1634885802210,2.53
1634885802226,3.1
1634885802241,2.69
1634885802257,1.84
1634885802272,0.94
1634885802288,0.2
1634885802304,-0.28
1634885802319,-0.3
1634885802335,0.37
1634885802351,1.79
1634885802366,3.6
1634885802382,5.02
1634885802397,5.13
1634885802413,3.38
1634885802429,-0.04
1634885802444,-4.32
1634885802460,-8.44
1634885802476,-11.68
1634885802491,-13.84
1634885802507,-14.98
1634885802522,-15.04
1634885802538,-13.69
1634885802554,-10.52
1634885802569,-5.46
1634885802585,0.88
1634885802601,7.41
1634885802616,12.93
1634885802632,16.56
1634885802647,18.11
1634885802663,17.96
1634885802679,16.9
1634885802694,15.87
1634885802710,15.68
1634885802726,16.77
1634885802741,19.08
1634885802757,22.03
1634885802772,24.66
1634885802788,26.02
1634885802804,25.52
1634885802819,23.13
1634885802835,19.28
1634885802851,14.57
1634885802866,9.4
1634885802882,3.93
1634885802897,-1.85
1634885802913,-7.87
1634885802929,-13.81
1634885802944,-19.15
1634885802960,-23.41
1634885802976,-26.42
1634885802991,-28.44
1634885803007,-29.93
1634885803022,-31.24
1634885803038,-32.28
1634885803054,-32.53
1634885803069,-31.32
1634885803085,-28.35
1634885803101,-24.08
1634885803116,-19.64
1634885803132,-16.34
1634885803147,-14.82
1634885803163,-14.67
1634885803179,-14.47
1634885803194,-12.7
1634885803210,-8.57
1634885803226,-2.68
1634885803241,3.26
1634885803257,7.14
1634885803272,7.48
1634885803288,4.01
1634885803304,-2.36
1634885803319,-10.09
1634885803335,-17.66
1634885803351,-24.1
1634885803366,-29.04
1634885803382,-32.49
1634885803397,-34.57
1634885803413,-35.35
1634885803429,-34.97
1634885803444,-33.65
1634885803460,-31.77
1634885803476,-29.82
1634885803491,-28.2
1634885803507,-27.05
1634885803522,-26.16
1634885803538,-24.99
1634885803554,-22.93
1634885803569,-19.56
1634885803585,-14.79
1634885803601,-8.87
1634885803616,-2.25
1634885803632,4.56
1634885803647,11.14
1634885803663,17.16
1634885803679,22.33
1634885803694,26.48
1634885803710,29.56
1634885803726,31.82
1634885803741,33.68
1634885803757,35.6
1634885803772,37.71
1634885803788,39.6
1634885803804,40.38
1634885803819,39.11
1634885803835,35.36
1634885803851,29.63
1634885803866,23.29
1634885803882,17.99
1634885803897,14.88
1634885803913,14.07
1634885803929,14.6
1634885803944,14.98
1634885803960,14.02
1634885803976,11.25
1634885803991,7.05
1634885804007,2.24
1634885804022,-2.41
1634885804038,-6.63
1634885804054,-10.59
1634885804069,-14.69
1634885804085,-19.11
1634885804101,-23.67
1634885804116,-28.01
1634885804132,-31.82
1634885804147,-34.76
1634885804163,-36.35
1634885804179,-35.97
1634885804194,-32.86
1634885804210,-26.74
1634885804226,-18.16
1634885804241,-8.71
1634885804257,-0.84
1634885804272,2.85
1634885804288,0.91
1634885804304,-6.46
1634885804319,-17.72
1634885804335,-30.52
1634885804351,-42.74
1634885804366,-52.77
1634885804382,-59.54
1634885804397,-62.55
1634885804413,-61.74
1634885804429,-56.99
1634885804444,-48.08
1634885804460,-35.08
1634885804476,-18.2
1634885804491,1.5
1634885804507,22.11
1634885804522,40.82
1634885804538,56.08
1634885804554,65.31
1634885804569,67.24
1634885804585,63.74
1634885804601,57.77
1634885804616,53.91
1634885804632,54.41
1634885804647,58.41
1634885804663,64.12
1634885804679,68.6
1634885804694,69.62
1634885804710,67.11
1634885804726,62.85
1634885804741,58.62
1634885804757,55.37
1634885804772,52.12
1634885804788,47.24
1634885804804,39.63
1634885804819,29.16
1634885804835,16.92
1634885804851,4.9
1634885804866,-4.68
1634885804882,-10.74
1634885804897,-13.19
1634885804913,-13.46
1634885804929,-13.27
1634885804944,-14.13
1634885804960,-17.11
1634885804976,-22.41
1634885804991,-29.28
1634885805007,-35.95
1634885805022,-41.14
1634885805038,-40.61
1634885805054,-32.34
1634885805069,-16.7
1634885805085,3.4
1634885805101,23.4
1634885805116,39.44
1634885805132,47.32
1634885805148,48.21
1634885805163,44.73
1634885805179,39.89
1634885805194,35.83
1634885805210,33.67
1634885805226,34.89
1634885805241,38.71
1634885805257,42.58
1634885805273,42.96
1634885805288,37.18
1634885805304,24.17
1634885805319,5.68
1634885805335,-14.63
1634885805351,-32.44
1634885805366,-44.65
1634885805382,-50.78
1634885805398,-52.42
1634885805413,-52.03
1634885805429,-50.97
1634885805444,-49.27
1634885805460,-45.54
1634885805476,-38.29
1634885805491,-27.06
1634885805507,-12.99
1634885805523,1.38
1634885805538,13.29
1634885805554,20.81
1634885805569,23.81
1634885805585,23.67
1634885805601,22.8
1634885805616,23.6
1634885805632,27.35
1634885805648,33.57
1634885805663,39.79
1634885805679,42.25
1634885805694,36.77
1634885805710,19.85
1634885805726,-10.2
1634885805741,-52.0
1634885805757,-100.48
1634885805773,-147.73
1634885805788,-185.17
1634885805804,-206.42
1634885805819,-209.5
1634885805835,-197.64
1634885805851,-178.16
1634885805866,-159.84
1634885805882,-149.59
1634885805898,-149.88
1634885805913,-158.28
1634885805929,-169.02
1634885805944,-175.96
1634885805960,-175.32
1634885805976,-167.04
1634885805991,-154.2
1634885806007,-140.97
1634885806023,-130.17
1634885806038,-121.62
1634885806054,-112.31
1634885806069,-97.86
1634885806085,-74.74
1634885806101,-42.16
1634885806116,-2.25
1634885806132,40.83
1634885806148,82.58
1634885806163,119.51
1634885806179,149.69
1634885806194,172.68
1634885806210,189.06
1634885806226,199.78
1634885806241,205.59
1634885806257,207.12
1634885806273,205.1
1634885806288,200.68
1634885806304,195.61
1634885806319,191.93
1634885806335,191.43
1634885806351,194.91
1634885806366,201.83
1634885806382,210.4
1634885806398,218.38
1634885806413,223.92
1634885806429,226.23
1634885806444,225.69
1634885806460,223.46
1634885806476,220.74
1634885806491,218.02
1634885806507,214.69
1634885806523,209.16
1634885806538,199.25
1634885806554,182.95
1634885806569,158.91
1634885806585,126.61
1634885806601,86.2
1634885806616,38.27
1634885806632,-15.88
1634885806648,-73.77
1634885806663,-131.14
1634885806679,-182.19
1634885806694,-220.86
1634885806710,-242.69
1634885806726,-246.43
1634885806741,-234.53
1634885806757,-212.13
1634885806773,-185.16
1634885806788,-158.38
1634885806804,-134.41
1634885806819,-114.16
1634885806835,-97.93
1634885806851,-86.49
1634885806866,-81.05
1634885806882,-82.27
