time,eda
1634885852978,0.09098
1634885853228,0.089699
1634885853478,0.09098
1634885853728,0.094824
1634885853978,0.096106
1634885854228,0.094824
1634885854478,0.09098
1634885854728,0.093543
1634885854978,0.092261
1634885855229,0.096106
1634885855479,0.097387
1634885855729,0.098668
1634885855979,0.094824
1634885856229,0.096106
1634885856479,0.094824
1634885856729,0.097387
1634885856979,0.097387
1634885857229,0.094824
1634885857479,0.096106
1634885857729,0.096106
1634885857979,0.096106
1634885858229,0.097387
1634885858479,0.097387
1634885858729,0.098668
1634885858979,0.098668
1634885859229,0.101231
1634885859479,0.096106
1634885859729,0.096106
1634885859979,0.096106
1634885860229,0.097387
1634885860479,0.09995
1634885860729,0.101231
1634885860979,0.096106
1634885861229,0.097387
1634885861479,0.097387
1634885861729,0.097387
1634885861979,0.101231
1634885862229,0.101231
1634885862479,0.102513
1634885862729,0.09995
1634885862979,0.09995
1634885863229,0.098668
1634885863480,0.101231
1634885863730,0.102513
1634885863980,0.102513
1634885864230,0.103794
1634885864480,0.101231
1634885864730,0.09995
1634885864980,0.10892
1634885865230,0.101231
1634885865480,0.102513
1634885865730,0.09995
1634885865980,0.09995
1634885866230,0.096106
1634885866480,0.094824
1634885866730,0.094824
1634885866980,0.089699
1634885867230,0.111483
1634885867480,0.09995
1634885867730,0.102513
1634885867980,0.098668
1634885868230,0.097387
1634885868480,0.093543
1634885868730,0.096106
1634885868980,0.096106
1634885869230,0.094824
1634885869480,0.097387
1634885869730,0.097387
1634885869980,0.09995
1634885870230,0.101231
1634885870480,0.09995
1634885870730,0.101231
1634885870980,0.09995
1634885871230,0.09995
1634885871480,0.096106
1634885871731,0.096106
1634885871981,0.096106
1634885872231,0.09995
1634885872481,0.098668
1634885872731,0.09995
1634885872981,0.09995
1634885873231,0.096106
1634885873481,0.097387
1634885873731,0.097387
1634885873981,0.105076
1634885874231,0.103794
1634885874481,0.105076
1634885874731,0.09995
1634885874981,0.097387
1634885875231,0.097387
1634885875481,0.097387
1634885875731,0.098668
1634885875981,0.098668
1634885876231,0.101231
1634885876481,0.096106
1634885876731,0.096106
1634885876981,0.096106
1634885877231,0.097387
1634885877481,0.097387
1634885877731,0.098668
1634885877981,0.101231
1634885878231,0.102513
1634885878481,0.096106
1634885878731,0.098668
1634885878981,0.097387
1634885879231,0.098668
1634885879481,0.101231
1634885879731,0.098668
1634885879981,0.103794
1634885880232,0.09995
1634885880482,0.09995
1634885880732,0.096106
1634885880982,0.09995
1634885881232,0.101231
1634885881482,0.101231
1634885881732,0.101231
1634885881982,0.097387
1634885882232,0.096106
1634885882482,0.096106
1634885882732,0.096106
1634885882982,0.101231
1634885883232,0.101231
1634885883482,0.09995
1634885883732,0.09995
1634885883982,0.097387
1634885884232,0.097387
1634885884482,0.09995
1634885884732,0.101231
1634885884982,0.101231
1634885885232,0.09995
1634885885482,0.105076
1634885885732,0.097387
1634885885982,0.097387
1634885886232,0.098668
1634885886482,0.09995
1634885886732,0.102513
1634885886982,0.09995
1634885887232,0.101231
1634885887482,0.09995
1634885887732,0.09995
1634885887982,0.102513
1634885888232,0.09995
1634885888483,0.102513
1634885888733,0.101231
1634885888983,0.102513
1634885889233,0.098668
1634885889483,0.09995
1634885889733,0.098668
1634885889983,0.098668
1634885890233,0.09995
1634885890483,0.098668
1634885890733,0.101231
1634885890983,0.097387
1634885891233,0.096106
1634885891483,0.097387
1634885891733,0.101231
1634885891983,0.116608
1634885892233,0.09995
1634885892483,0.101231
1634885892733,0.102513
1634885892983,0.09995
1634885893233,0.09995
1634885893483,0.09995
1634885893733,0.101231
1634885893983,0.103794
1634885894233,0.105076
1634885894483,0.103794
1634885894733,0.09995
1634885894983,0.09995
1634885895233,0.09995
1634885895483,0.101231
1634885895733,0.103794
1634885895983,0.106357
1634885896233,0.102513
1634885896483,0.098668
1634885896734,0.09995
1634885896984,0.101231
1634885897234,0.105076
1634885897484,0.103794
1634885897734,0.103794
1634885897984,0.103794
1634885898234,0.098668
1634885898484,0.101231
1634885898734,0.101231
1634885898984,0.105076
1634885899234,0.105076
1634885899484,0.103794
1634885899734,0.106357
1634885899984,0.102513
1634885900234,0.103794
1634885900484,0.105076
1634885900734,0.107638
1634885900984,0.10892
1634885901234,0.107638
1634885901484,0.107638
1634885901734,0.102513
1634885901984,0.106357
1634885902234,0.105076
1634885902484,0.10892
1634885902734,0.107638
1634885902984,0.10892
1634885903234,0.106357
1634885903484,0.105076
1634885903734,0.106357
1634885903984,0.106357
1634885904234,0.110201
1634885904484,0.110201
1634885904734,0.110201
1634885904985,0.107638
1634885905235,0.107638
1634885905485,0.106357
1634885905735,0.124297
1634885905985,0.111483
1634885906235,0.114045
1634885906485,0.114045
1634885906735,0.10892
1634885906985,0.111483
1634885907235,0.119171
1634885907485,0.120452
1634885907735,0.10892
1634885907985,0.119171
1634885908235,0.121734
1634885908485,0.115327
1634885908735,0.107638
1634885908985,0.106357
1634885909235,0.10892
1634885909485,0.119171
1634885909735,0.110201
1634885909985,0.09995
1634885910235,0.088417
1634885910485,0.09098
1634885910735,0.101231
1634885910985,0.102513
1634885911235,0.09995
1634885911485,0.102513
1634885911735,0.098668
1634885911985,0.102513
1634885912235,0.101231
1634885912485,0.105076
1634885912735,0.105076
1634885912985,0.110201
1634885913235,0.111483
1634885913486,0.110201
1634885913736,0.111483
1634885913986,0.111483
1634885914236,0.111483
1634885914486,0.115327
1634885914736,0.105076
1634885914986,0.112764
1634885915236,0.112764
1634885915486,0.102513
1634885915736,0.103794
1634885915986,0.10892
1634885916236,0.114045
1634885916486,0.112764
1634885916736,0.107638
1634885916986,0.10892
1634885917236,0.102513
1634885917486,0.103794
1634885917736,0.101231
1634885917986,0.106357
1634885918236,0.107638
1634885918486,0.110201
1634885918736,0.110201
1634885918986,0.105076
1634885919236,0.105076
1634885919486,0.120452
1634885919736,0.10892
1634885919986,0.10892
1634885920236,0.110201
1634885920486,0.105076
1634885920736,0.10892
1634885920986,0.107638
1634885921236,0.110201
1634885921486,0.10892
1634885921737,0.10892
1634885921987,0.110201
1634885922237,0.120452
1634885922487,0.106357
1634885922737,0.103794
1634885922987,0.10892
1634885923237,0.112764
1634885923487,0.10892
1634885923737,0.111483
1634885923987,0.105076
1634885924237,0.106357
1634885924487,0.10892
1634885924737,0.114045
1634885924987,0.112764
1634885925237,0.105076
1634885925487,0.105076
1634885925737,0.103794
1634885925987,0.105076
1634885926237,0.106357
1634885926487,0.106357
1634885926737,0.10892
1634885926987,0.10892
1634885927237,0.105076
1634885927487,0.105076
1634885927737,0.105076
1634885927987,0.107638
1634885928237,0.10892
1634885928487,0.10892
1634885928737,0.10892
1634885928987,0.103794
1634885929237,0.103794
1634885929487,0.102513
1634885929737,0.105076
1634885929988,0.106357
1634885930238,0.106357
1634885930488,0.106357
1634885930738,0.103794
1634885930988,0.106357
1634885931238,0.110201
1634885931488,0.107638
1634885931738,0.106357
1634885931988,0.106357
1634885932238,0.105076
1634885932488,0.10892
1634885932738,0.10892
1634885932988,0.110201
1634885933238,0.107638
1634885933488,0.110201
1634885933738,0.110201
1634885933988,0.110201
1634885934238,0.110201
1634885934488,0.111483
1634885934738,0.111483
1634885934988,0.112764
1634885935238,0.119171
1634885935488,0.115327
1634885935738,0.116608
1634885935988,0.11789
1634885936238,0.114045
1634885936488,0.111483
1634885936738,0.111483
1634885936988,0.110201
1634885937238,0.101231
1634885937488,0.103794
1634885937738,0.103794
1634885937988,0.107638
1634885938239,0.107638
1634885938489,0.110201
1634885938739,0.102513
1634885938989,0.103794
1634885939239,0.102513
1634885939489,0.103794
1634885939739,0.105076
1634885939989,0.106357
1634885940239,0.106357
1634885940489,0.102513
1634885940739,0.102513
1634885940989,0.103794
1634885941239,0.106357
1634885941489,0.106357
1634885941739,0.106357
1634885941989,0.107638
1634885942239,0.103794
1634885942489,0.105076
1634885942739,0.103794
1634885942989,0.106357
1634885943239,0.106357
1634885943489,0.107638
1634885943739,0.106357
1634885943989,0.105076
1634885944239,0.120452
1634885944489,0.10892
1634885944739,0.107638
1634885944989,0.10892
1634885945239,0.107638
1634885945489,0.105076
1634885945739,0.105076
1634885945989,0.103794
1634885946239,0.107638
1634885946489,0.107638
1634885946740,0.10892
1634885946990,0.103794
1634885947240,0.106357
1634885947490,0.106357
1634885947740,0.107638
1634885947990,0.110201
1634885948240,0.107638
1634885948490,0.10892
1634885948740,0.107638
1634885948990,0.107638
1634885949240,0.103794
1634885949490,0.105076
1634885949740,0.112764
1634885949990,0.114045
1634885950240,0.10892
1634885950490,0.106357
1634885950740,0.105076
1634885950990,0.111483
1634885951240,0.110201
1634885951490,0.10892
1634885951740,0.110201
1634885951990,0.10892
1634885952240,0.110201
1634885952490,0.111483
1634885952740,0.112764
1634885952990,0.111483
1634885953240,0.111483
1634885953490,0.103794
1634885953740,0.102513
1634885953990,0.101231
1634885954240,0.103794
1634885954490,0.10892
1634885954740,0.111483
1634885954991,0.114045
1634885955241,0.123015
1634885955491,0.106357
1634885955741,0.106357
1634885955991,0.10892
1634885956241,0.107638
1634885956491,0.107638
1634885956741,0.10892
1634885956991,0.105076
1634885957241,0.105076
1634885957491,0.106357
1634885957741,0.10892
1634885957991,0.107638
1634885958241,0.10892
1634885958491,0.107638
1634885958741,0.10892
1634885958991,0.10892
1634885959241,0.10892
1634885959491,0.110201
1634885959741,0.111483
1634885959991,0.112764
1634885960241,0.112764
1634885960491,0.10892
1634885960741,0.123015
1634885960991,0.106357
1634885961241,0.110201
1634885961491,0.10892
1634885961741,0.10892
1634885961991,0.10892
1634885962241,0.105076
1634885962491,0.105076
1634885962741,0.105076
1634885962991,0.107638
1634885963242,0.10892
1634885963492,0.110201
1634885963742,0.112764
1634885963992,0.10892
1634885964242,0.112764
1634885964492,0.106357
1634885964742,0.111483
1634885964992,0.110201
1634885965242,0.111483
1634885965492,0.110201
1634885965742,0.106357
1634885965992,0.106357
1634885966242,0.123015
1634885966492,0.10892
1634885966742,0.111483
1634885966992,0.111483
1634885967242,0.10892
1634885967492,0.110201
1634885967742,0.110201
1634885967992,0.112764
1634885968242,0.112764
1634885968492,0.112764
1634885968742,0.112764
1634885968992,0.10892
1634885969242,0.10892
1634885969492,0.10892
1634885969742,0.114045
1634885969992,0.114045
1634885970242,0.114045
1634885970492,0.112764
1634885970742,0.10892
1634885970992,0.107638
1634885971242,0.114045
1634885971493,0.112764
1634885971743,0.112764
1634885971993,0.111483
1634885972243,0.10892
1634885972493,0.110201
1634885972743,0.10892
1634885972993,0.111483
1634885973243,0.111483
1634885973493,0.112764
1634885973743,0.114045
1634885973993,0.110201
1634885974243,0.10892
1634885974493,0.10892
1634885974743,0.111483
1634885974993,0.111483
1634885975243,0.114045
1634885975493,0.10892
1634885975743,0.10892
1634885975993,0.10892
1634885976243,0.10892
1634885976493,0.112764
1634885976743,0.112764
1634885976993,0.114045
1634885977243,0.110201
1634885977493,0.10892
1634885977743,0.110201
1634885977993,0.111483
1634885978243,0.112764
1634885978493,0.114045
1634885978743,0.112764
1634885978993,0.110201
1634885979243,0.111483
1634885979493,0.110201
1634885979743,0.112764
1634885979994,0.115327
1634885980244,0.112764
1634885980494,0.110201
1634885980744,0.10892
1634885980994,0.10892
1634885981244,0.110201
1634885981494,0.111483
1634885981744,0.112764
1634885981994,0.114045
1634885982244,0.110201
1634885982494,0.10892
1634885982744,0.110201
1634885982994,0.107638
1634885983244,0.110201
1634885983494,0.111483
1634885983744,0.114045
1634885983994,0.10892
1634885984244,0.10892
1634885984494,0.110201
1634885984744,0.112764
1634885984994,0.112764
1634885985244,0.111483
1634885985494,0.114045
1634885985744,0.110201
1634885985994,0.110201
1634885986244,0.110201
1634885986494,0.112764
1634885986744,0.111483
1634885986994,0.111483
1634885987244,0.112764
1634885987494,0.110201
1634885987744,0.111483
1634885987994,0.111483
1634885988245,0.112764
1634885988495,0.112764
1634885988745,0.115327
1634885988995,0.115327
1634885989245,0.115327
1634885989495,0.111483
1634885989745,0.111483
1634885989995,0.110201
1634885990245,0.114045
1634885990495,0.115327
1634885990745,0.115327
1634885990995,0.112764
1634885991245,0.10892
1634885991495,0.110201
1634885991745,0.110201
1634885991995,0.114045
1634885992245,0.112764
1634885992495,0.114045
1634885992745,0.110201
1634885992995,0.110201
1634885993245,0.10892
1634885993495,0.10892
1634885993745,0.111483
1634885993995,0.114045
1634885994245,0.112764
1634885994495,0.112764
1634885994745,0.10892
1634885994995,0.110201
1634885995245,0.110201
1634885995495,0.114045
1634885995745,0.114045
1634885995995,0.115327
1634885996245,0.112764
1634885996496,0.110201
1634885996746,0.110201
1634885996996,0.111483
1634885997246,0.114045
1634885997496,0.112764
1634885997746,0.114045
1634885997996,0.110201
1634885998246,0.111483
1634885998496,0.110201
1634885998746,0.112764
1634885998996,0.112764
1634885999246,0.112764
1634885999496,0.10892
1634885999746,0.10892
1634885999996,0.111483
1634886000246,0.114045
1634886000496,0.112764
1634886000746,0.114045
1634886000996,0.115327
1634886001246,0.111483
1634886001496,0.111483
1634886001746,0.110201
1634886001996,0.112764
1634886002246,0.114045
1634886002496,0.112764
1634886002746,0.114045
1634886002996,0.107638
1634886003246,0.10892
1634886003496,0.10892
1634886003746,0.111483
1634886003996,0.112764
1634886004246,0.112764
1634886004496,0.10892
1634886004746,0.110201
1634886004997,0.110201
1634886005247,0.111483
1634886005497,0.112764
1634886005747,0.112764
1634886005997,0.114045
1634886006247,0.111483
1634886006497,0.110201
1634886006747,0.110201
1634886006997,0.114045
1634886007247,0.114045
1634886007497,0.112764
1634886007747,0.114045
1634886007997,0.110201
1634886008247,0.111483
1634886008497,0.111483
1634886008747,0.114045
1634886008997,0.115327
1634886009247,0.11789
1634886009497,0.116608
1634886009747,0.112764
1634886009997,0.112764
1634886010247,0.112764
1634886010497,0.112764
1634886010747,0.116608
1634886010997,0.115327
1634886011247,0.111483
1634886011497,0.115327
1634886011747,0.112764
1634886011997,0.10892
1634886012247,0.111483
1634886012497,0.111483
1634886012747,0.112764
1634886012997,0.112764
1634886013248,0.10892
1634886013498,0.10892
1634886013748,0.110201
1634886013998,0.111483
1634886014248,0.111483
1634886014498,0.114045
1634886014748,0.111483
1634886014998,0.10892
1634886015248,0.110201
1634886015498,0.10892
1634886015748,0.112764
1634886015998,0.111483
1634886016248,0.114045
1634886016498,0.112764
1634886016748,0.110201
1634886016998,0.110201
1634886017248,0.10892
1634886017498,0.10892
1634886017748,0.111483
1634886017998,0.112764
1634886018248,0.111483
1634886018498,0.112764
1634886018748,0.10892
1634886018998,0.10892
1634886019248,0.10892
1634886019498,0.112764
1634886019748,0.111483
1634886019998,0.114045
1634886020248,0.10892
1634886020498,0.10892
1634886020748,0.10892
1634886020998,0.111483
1634886021248,0.111483
1634886021499,0.111483
1634886021749,0.110201
1634886021999,0.10892
1634886022249,0.10892
1634886022499,0.10892
1634886022749,0.112764
1634886022999,0.112764
1634886023249,0.112764
1634886023499,0.10892
1634886023749,0.10892
1634886023999,0.10892
1634886024249,0.10892
1634886024499,0.112764
1634886024749,0.112764
1634886024999,0.110201
1634886025249,0.10892
1634886025499,0.110201
1634886025749,0.114045
1634886025999,0.112764
1634886026249,0.115327
1634886026499,0.110201
1634886026749,0.10892
1634886026999,0.10892
1634886027249,0.112764
1634886027499,0.112764
1634886027749,0.111483
1634886027999,0.114045
1634886028249,0.107638
1634886028499,0.10892
1634886028749,0.10892
1634886028999,0.111483
1634886029249,0.114045
1634886029499,0.11789
1634886029750,0.114045
1634886030000,0.114045
1634886030250,0.114045
1634886030500,0.116608
1634886030750,0.11789
1634886031000,0.11789
1634886031250,0.115327
1634886031500,0.115327
1634886031750,0.115327
1634886032000,0.114045
1634886032250,0.115327
1634886032500,0.115327
1634886032750,0.116608
1634886033000,0.111483
1634886033250,0.106357
1634886033500,0.10892
1634886033750,0.116608
1634886034000,0.120452
1634886034250,0.119171
1634886034500,0.111483
1634886034750,0.110201
1634886035000,0.110201
1634886035250,0.114045
1634886035500,0.114045
1634886035750,0.115327
1634886036000,0.115327
1634886036250,0.112764
1634886036500,0.111483
1634886036750,0.112764
1634886037000,0.087136
1634886037250,0.115327
1634886037500,0.143518
1634886037750,0.131985
1634886038000,0.123015
1634886038251,0.121734
1634886038501,0.125578
1634886038751,0.123015
1634886039001,0.128141
1634886039251,0.125578
1634886039501,0.120452
1634886039751,0.121734
1634886040001,0.121734
1634886040251,0.121734
1634886040501,0.121734
1634886040751,0.115327
1634886041001,0.116608
1634886041251,0.115327
1634886041501,0.11789
1634886041751,0.11789
1634886042001,0.119171
1634886042251,0.119171
1634886042501,0.114045
1634886042751,0.114045
1634886043001,0.116608
1634886043251,0.119171
1634886043501,0.120452
1634886043751,0.121734
1634886044001,0.11789
1634886044251,0.119171
1634886044501,0.11789
1634886044751,0.121734
1634886045001,0.121734
1634886045251,0.119171
1634886045501,0.111483
1634886045751,0.115327
1634886046001,0.115327
1634886046251,0.120452
1634886046502,0.121734
1634886046752,0.119171
1634886047002,0.121734
1634886047252,0.121734
1634886047502,0.124297
1634886047752,0.125578
1634886048002,0.124297
1634886048252,0.124297
1634886048502,0.119171
1634886048752,0.11789
1634886049002,0.11789
1634886049252,0.124297
1634886049502,0.120452
1634886049752,0.121734
1634886050002,0.120452
1634886050252,0.116608
1634886050502,0.119171
1634886050752,0.120452
1634886051002,0.123015
1634886051252,0.124297
1634886051502,0.124297
1634886051752,0.120452
1634886052002,0.121734
1634886052252,0.11789
1634886052502,0.120452
1634886052752,0.123015
1634886053002,0.121734
1634886053252,0.121734
1634886053502,0.119171
1634886053752,0.11789
1634886054002,0.119171
1634886054252,0.120452
1634886054502,0.116608
1634886054753,0.120452
1634886055003,0.11789
1634886055253,0.119171
1634886055503,0.119171
1634886055753,0.123015
1634886056003,0.123015
1634886056253,0.120452
1634886056503,0.119171
1634886056753,0.116608
1634886057003,0.11789
1634886057253,0.121734
1634886057503,0.120452
1634886057753,0.121734
1634886058003,0.116608
1634886058253,0.116608
1634886058503,0.11789
1634886058753,0.121734
1634886059003,0.121734
1634886059253,0.123015
1634886059503,0.120452
1634886059753,0.120452
1634886060003,0.120452
1634886060253,0.123015
1634886060503,0.124297
1634886060753,0.126859
1634886061003,0.123015
1634886061253,0.11789
1634886061503,0.120452
1634886061753,0.121734
1634886062003,0.123015
1634886062253,0.121734
1634886062503,0.123015
1634886062753,0.119171
1634886063004,0.119171
1634886063254,0.120452
1634886063504,0.120452
1634886063754,0.120452
1634886064004,0.115327
1634886064254,0.116608
1634886064504,0.119171
1634886064754,0.123015
1634886065004,0.121734
1634886065254,0.124297
1634886065504,0.119171
1634886065754,0.11789
1634886066004,0.120452
1634886066254,0.123015
1634886066504,0.123015
1634886066754,0.121734
1634886067004,0.11789
1634886067254,0.120452
1634886067504,0.123015
1634886067754,0.125578
1634886068004,0.123015
1634886068254,0.119171
1634886068504,0.120452
1634886068754,0.121734
1634886069004,0.123015
1634886069254,0.123015
1634886069504,0.123015
1634886069754,0.119171
1634886070004,0.11789
1634886070254,0.11789
1634886070504,0.11789
1634886070754,0.121734
1634886071004,0.121734
1634886071254,0.11789
1634886071505,0.120452
1634886071755,0.120452
1634886072005,0.123015
1634886072255,0.123015
1634886072505,0.120452
1634886072755,0.119171
1634886073005,0.119171
1634886073255,0.121734
1634886073505,0.121734
1634886073755,0.124297
1634886074005,0.120452
1634886074255,0.119171
1634886074505,0.120452
1634886074755,0.123015
1634886075005,0.124297
1634886075255,0.125578
1634886075505,0.120452
1634886075755,0.120452
1634886076005,0.11789
1634886076255,0.124297
1634886076505,0.124297
1634886076755,0.124297
1634886077005,0.119171
1634886077255,0.119171
1634886077505,0.11789
1634886077755,0.120452
1634886078005,0.121734
1634886078255,0.121734
1634886078505,0.11789
1634886078755,0.119171
1634886079005,0.119171
1634886079255,0.121734
1634886079505,0.120452
1634886079756,0.121734
1634886080006,0.121734
1634886080256,0.116608
1634886080506,0.11789
1634886080756,0.121734
1634886081006,0.121734
1634886081256,0.123015
1634886081506,0.120452
1634886081756,0.119171
1634886082006,0.116608
1634886082256,0.119171
1634886082506,0.123015
1634886082756,0.123015
1634886083006,0.123015
1634886083256,0.116608
1634886083506,0.121734
1634886083756,0.120452
1634886084006,0.121734
1634886084256,0.124297
1634886084506,0.125578
1634886084756,0.121734
1634886085006,0.119171
1634886085256,0.121734
1634886085506,0.123015
1634886085756,0.125578
1634886086006,0.126859
1634886086256,0.123015
1634886086506,0.124297
1634886086756,0.124297
1634886087006,0.125578
1634886087256,0.128141
1634886087506,0.129422
1634886087756,0.124297
1634886088007,0.124297
1634886088257,0.123015
1634886088507,0.125578
1634886088757,0.128141
1634886089007,0.126859
1634886089257,0.123015
1634886089507,0.123015
1634886089757,0.124297
1634886090007,0.126859
1634886090257,0.123015
1634886090507,0.126859
1634886090757,0.124297
1634886091007,0.123015
1634886091257,0.124297
1634886091507,0.126859
1634886091757,0.128141
1634886092007,0.128141
1634886092257,0.124297
1634886092507,0.123015
1634886092757,0.123015
1634886093007,0.125578
1634886093257,0.126859
1634886093507,0.124297
1634886093757,0.126859
1634886094007,0.123015
1634886094257,0.123015
1634886094507,0.124297
1634886094757,0.125578
1634886095007,0.125578
1634886095257,0.126859
1634886095507,0.137111
1634886095757,0.124297
1634886096007,0.125578
1634886096258,0.125578
1634886096508,0.125578
1634886096758,0.126859
1634886097008,0.123015
1634886097258,0.123015
1634886097508,0.124297
1634886097758,0.125578
1634886098008,0.125578
1634886098258,0.126859
1634886098508,0.123015
1634886098758,0.125578
1634886099008,0.121734
1634886099258,0.125578
1634886099508,0.126859
1634886099758,0.128141
1634886100008,0.123015
1634886100258,0.120452
1634886100508,0.121734
1634886100758,0.124297
1634886101008,0.123015
1634886101258,0.124297
1634886101508,0.120452
1634886101758,0.119171
1634886102008,0.119171
1634886102258,0.123015
1634886102508,0.121734
1634886102758,0.123015
1634886103008,0.120452
1634886103258,0.11789
1634886103508,0.120452
1634886103758,0.121734
