time,bvp
1648531517074,-5.7
1648531517089,-7.89
1648531517105,-10.56
1648531517121,-13.65
1648531517136,-16.9
1648531517152,-19.79
1648531517168,-21.58
1648531517183,-21.55
1648531517199,-19.23
1648531517214,-14.65
1648531517230,-8.41
1648531517246,-1.5
1648531517261,4.98
1648531517277,10.18
1648531517293,13.6
1648531517308,15.22
1648531517324,15.32
1648531517339,14.28
1648531517355,12.5
1648531517371,10.3
1648531517386,8.02
1648531517402,6.0
1648531517418,4.57
1648531517433,4.02
1648531517449,4.43
1648531517464,5.7
1648531517480,7.5
1648531517496,9.41
1648531517511,10.98
1648531517527,11.88
1648531517543,11.92
1648531517558,11.11
1648531517574,9.57
1648531517589,7.51
1648531517605,5.14
1648531517621,2.65
1648531517636,0.2
1648531517652,-2.09
1648531517668,-4.14
1648531517683,-5.91
1648531517699,-7.43
1648531517714,-8.87
1648531517730,-10.46
1648531517746,-12.37
1648531517761,-14.59
1648531517777,-16.77
1648531517793,-18.29
1648531517808,-18.4
1648531517824,-16.53
1648531517839,-12.53
1648531517855,-6.8
1648531517871,-0.19
1648531517886,6.29
1648531517902,11.68
1648531517918,15.3
1648531517933,16.9
1648531517949,16.62
1648531517964,14.87
1648531517980,12.2
1648531517996,9.19
1648531518011,6.37
1648531518027,4.15
1648531518043,2.78
1648531518058,2.35
1648531518074,2.79
1648531518089,3.85
1648531518105,5.21
1648531518121,6.48
1648531518136,7.36
1648531518152,7.69
1648531518168,7.46
1648531518183,6.78
1648531518199,5.79
1648531518214,4.57
1648531518230,3.12
1648531518246,1.42
1648531518261,-0.51
1648531518277,-2.56
1648531518293,-4.57
1648531518308,-6.43
1648531518324,-8.06
1648531518339,-9.57
1648531518355,-11.09
1648531518371,-12.76
1648531518386,-14.6
1648531518402,-16.39
1648531518418,-17.68
1648531518433,-17.92
1648531518449,-16.59
1648531518464,-13.42
1648531518480,-8.57
1648531518496,-2.6
1648531518511,3.61
1648531518527,9.13
1648531518543,13.21
1648531518558,15.42
1648531518574,15.75
1648531518589,14.51
1648531518605,12.17
1648531518621,9.28
1648531518636,6.25
1648531518652,3.43
1648531518668,1.04
1648531518683,-0.72
1648531518699,-1.68
1648531518714,-1.74
1648531518730,-0.93
1648531518746,0.52
1648531518761,2.2
1648531518777,3.61
1648531518793,4.32
1648531518808,4.14
1648531518824,3.15
1648531518839,1.65
1648531518855,-0.05
1648531518871,-1.7
1648531518886,-3.27
1648531518902,-4.77
1648531518918,-6.26
1648531518933,-7.78
1648531518949,-9.33
1648531518964,-10.99
1648531518980,-12.88
1648531518996,-15.14
1648531519011,-17.71
1648531519027,-20.18
1648531519043,-21.85
1648531519058,-21.85
1648531519074,-19.59
1648531519089,-14.96
1648531519105,-8.53
1648531519121,-1.33
1648531519136,5.43
1648531519152,10.78
1648531519168,14.17
1648531519183,15.54
1648531519199,15.13
1648531519214,13.31
1648531519230,10.46
1648531519246,6.95
1648531519261,3.21
1648531519277,-0.22
1648531519293,-2.79
1648531519308,-4.06
1648531519324,-3.9
1648531519339,-2.54
1648531519355,-0.52
1648531519371,1.51
1648531519386,2.96
1648531519402,3.46
1648531519418,2.93
1648531519433,1.52
1648531519449,-0.46
1648531519464,-2.62
1648531519480,-4.61
1648531519496,-6.26
1648531519511,-7.58
1648531519527,-8.76
1648531519543,-10.1
1648531519558,-11.83
1648531519574,-14.1
1648531519590,-16.93
1648531519605,-20.18
1648531519621,-23.51
1648531519636,-26.37
1648531519652,-28.01
1648531519668,-27.61
1648531519683,-24.64
1648531519699,-19.09
1648531519715,-11.63
1648531519730,-3.46
1648531519746,4.06
1648531519761,9.86
1648531519777,13.44
1648531519793,14.86
1648531519808,14.53
1648531519824,13.0
1648531519840,10.7
1648531519855,8.01
1648531519871,5.32
1648531519886,3.04
1648531519902,1.61
1648531519918,1.33
1648531519933,2.24
1648531519949,4.08
1648531519965,6.28
1648531519980,8.14
1648531519996,9.03
1648531520011,8.61
1648531520027,6.88
1648531520043,4.23
1648531520058,1.24
1648531520074,-1.52
1648531520090,-3.73
1648531520105,-5.38
1648531520121,-6.71
1648531520136,-8.06
1648531520152,-9.69
1648531520168,-11.79
1648531520183,-14.42
1648531520199,-17.5
1648531520215,-20.8
1648531520230,-23.76
1648531520246,-25.59
1648531520261,-25.42
1648531520277,-22.62
1648531520293,-17.15
1648531520308,-9.68
1648531520324,-1.38
1648531520340,6.41
1648531520355,12.61
1648531520371,16.64
1648531520386,18.47
1648531520402,18.47
1648531520418,17.21
1648531520433,15.25
1648531520449,13.12
1648531520465,11.17
1648531520480,9.65
1648531520496,8.66
1648531520511,8.28
1648531520527,8.46
1648531520543,9.11
1648531520558,10.01
1648531520574,10.87
1648531520590,11.3
1648531520605,11.05
1648531520621,10.01
1648531520636,8.34
1648531520652,6.35
1648531520668,4.35
1648531520683,2.53
1648531520699,0.89
1648531520715,-0.7
1648531520730,-2.39
1648531520746,-4.26
1648531520761,-6.34
1648531520777,-8.65
1648531520793,-11.23
1648531520808,-14.1
1648531520824,-17.11
1648531520840,-19.81
1648531520855,-21.48
1648531520871,-21.32
1648531520886,-18.74
1648531520902,-13.68
1648531520918,-6.76
1648531520933,0.89
1648531520949,8.01
1648531520965,13.58
1648531520980,17.07
1648531520996,18.54
1648531521011,18.41
1648531521027,17.28
1648531521043,15.65
1648531521058,13.93
1648531521074,12.42
1648531521090,11.35
1648531521105,10.87
1648531521121,11.02
1648531521136,11.71
1648531521152,12.71
1648531521168,13.74
1648531521183,14.51
1648531521199,14.85
1648531521215,14.65
1648531521230,13.86
1648531521246,12.5
1648531521261,10.65
1648531521277,8.45
1648531521293,6.09
1648531521308,3.79
1648531521324,1.73
1648531521340,0.02
1648531521355,-1.35
1648531521371,-2.45
1648531521386,-3.4
1648531521402,-4.36
1648531521418,-5.49
1648531521433,-6.97
1648531521449,-8.87
1648531521465,-11.05
1648531521480,-13.12
1648531521496,-14.41
1648531521511,-14.21
1648531521527,-11.98
1648531521543,-7.68
1648531521558,-1.78
1648531521574,4.75
1648531521590,10.85
1648531521605,15.63
1648531521621,18.65
1648531521636,19.89
1648531521652,19.63
1648531521668,18.24
1648531521683,16.1
1648531521699,13.54
1648531521715,10.98
1648531521730,8.83
1648531521746,7.47
1648531521761,7.06
1648531521777,7.46
1648531521793,8.27
1648531521808,9.02
1648531521824,9.3
1648531521840,8.98
1648531521855,8.14
1648531521871,7.03
1648531521886,5.89
1648531521902,4.87
1648531521918,3.94
1648531521933,3.01
1648531521949,1.95
1648531521965,0.69
1648531521980,-0.72
1648531521996,-2.15
1648531522011,-3.42
1648531522027,-4.46
1648531522043,-5.3
1648531522058,-6.1
1648531522074,-7.08
1648531522090,-8.43
1648531522105,-10.22
1648531522121,-12.35
1648531522136,-14.6
1648531522152,-16.6
1648531522168,-17.91
1648531522183,-18.05
1648531522199,-16.58
1648531522215,-13.29
1648531522230,-8.36
1648531522246,-2.39
1648531522261,3.71
1648531522277,9.0
1648531522293,12.79
1648531522308,14.8
1648531522324,15.18
1648531522340,14.31
1648531522355,12.67
1648531522371,10.7
1648531522386,8.76
1648531522402,7.23
1648531522418,6.45
1648531522433,6.64
1648531522449,7.82
1648531522465,9.77
1648531522480,12.01
1648531522496,14.03
1648531522511,15.45
1648531522527,16.15
1648531522543,16.25
1648531522558,16.03
1648531522574,15.73
1648531522590,15.49
1648531522605,15.34
1648531522621,15.25
1648531522636,15.17
1648531522652,15.16
1648531522668,15.3
1648531522683,15.72
1648531522699,16.56
1648531522715,17.93
1648531522730,19.89
1648531522746,22.43
1648531522761,25.41
1648531522777,28.51
1648531522793,31.39
1648531522808,33.81
1648531522824,35.95
1648531522840,38.5
1648531522855,42.54
1648531522871,49.14
1648531522886,58.8
1648531522902,71.18
1648531522918,85.17
1648531522933,99.38
1648531522949,112.77
1648531522965,125.08
1648531522980,136.82
1648531522996,148.92
1648531523011,162.28
1648531523027,177.5
1648531523043,194.82
1648531523058,214.12
1648531523074,235.07
1648531523090,257.02
1648531523105,278.97
1648531523121,299.53
1648531523136,317.13
1648531523152,330.49
1648531523168,338.96
1648531523183,342.62
1648531523199,341.88
1648531523215,337.07
1648531523230,328.02
1648531523246,314.19
1648531523261,295.16
1648531523277,271.16
1648531523293,243.48
1648531523308,214.24
1648531523324,185.72
1648531523340,159.59
1648531523355,136.5
1648531523371,116.12
1648531523386,97.69
1648531523402,80.5
1648531523418,64.34
1648531523433,49.34
1648531523449,35.73
1648531523465,23.41
1648531523480,12.0
1648531523496,0.96
1648531523511,-10.24
1648531523527,-21.8
1648531523543,-33.6
1648531523558,-45.35
1648531523574,-56.76
1648531523590,-67.75
1648531523605,-78.56
1648531523621,-89.64
1648531523636,-101.48
1648531523652,-114.42
1648531523668,-128.6
1648531523683,-143.98
1648531523699,-160.52
1648531523715,-178.0
1648531523730,-195.82
1648531523746,-212.84
1648531523761,-227.36
1648531523777,-237.72
1648531523793,-242.95
1648531523808,-243.11
1648531523824,-239.26
1648531523840,-232.8
1648531523855,-224.73
1648531523871,-215.31
1648531523886,-204.25
1648531523902,-191.31
1648531523918,-176.89
1648531523933,-162.05
1648531523949,-147.92
1648531523965,-135.05
1648531523980,-122.9
1648531523996,-110.05
1648531524011,-94.89
1648531524027,-76.43
1648531524043,-54.68
1648531524058,-30.58
1648531524074,-5.56
1648531524090,19.0
1648531524105,42.03
1648531524121,62.86
1648531524136,81.17
1648531524152,96.96
1648531524168,110.63
1648531524183,122.95
1648531524199,134.67
1648531524215,146.06
1648531524230,156.22
1648531524246,162.81
1648531524261,162.4
1648531524277,151.49
1648531524293,127.97
1648531524308,92.19
1648531524324,47.23
1648531524340,-1.78
1648531524355,-49.1
1648531524371,-89.76
1648531524386,-120.66
1648531524402,-140.87
1648531524418,-151.5
1648531524433,-155.1
1648531524449,-154.93
1648531524465,-154.16
1648531524480,-155.13
1648531524496,-158.91
1648531524511,-165.18
1648531524527,-172.63
1648531524543,-179.62
1648531524558,-184.76
1648531524574,-187.07
1648531524590,-185.88
1648531524605,-180.64
1648531524621,-171.06
1648531524636,-157.74
1648531524652,-142.54
1648531524668,-128.39
1648531524683,-118.4
1648531524699,-114.53
1648531524715,-116.58
1648531524730,-122.25
1648531524746,-128.18
1648531524761,-131.42
1648531524777,-130.55
1648531524793,-126.01
1648531524808,-119.57
1648531524824,-113.46
1648531524840,-109.6
1648531524855,-109.2
1648531524871,-112.79
1648531524886,-120.22
1648531524902,-130.85
1648531524918,-143.57
1648531524933,-156.89
1648531524949,-169.1
1648531524965,-178.52
1648531524980,-183.87
1648531524996,-184.51
1648531525011,-180.68
1648531525027,-173.33
1648531525043,-163.77
1648531525058,-153.15
1648531525074,-141.95
1648531525090,-129.96
1648531525105,-116.55
1648531525121,-101.22
1648531525136,-84.09
1648531525152,-66.13
1648531525168,-48.76
1648531525183,-33.43
1648531525199,-21.1
1648531525215,-11.98
1648531525230,-5.63
1648531525246,-1.23
1648531525261,1.99
1648531525277,4.43
1648531525293,5.94
1648531525308,6.02
1648531525324,4.13
1648531525340,0.07
1648531525355,-5.88
1648531525371,-12.97
1648531525386,-20.18
1648531525402,-26.43
1648531525418,-30.67
1648531525433,-32.08
1648531525449,-30.21
1648531525465,-25.25
1648531525480,-18.32
1648531525496,-11.37
1648531525511,-6.77
1648531525527,-6.53
1648531525543,-11.48
1648531525558,-21.07
1648531525574,-33.68
1648531525590,-47.6
1648531525605,-61.72
1648531525621,-75.91
1648531525636,-90.53
1648531525652,-105.66
1648531525668,-120.46
1648531525683,-133.17
1648531525699,-141.64
1648531525715,-144.41
1648531525730,-141.27
1648531525746,-133.34
1648531525761,-122.51
1648531525777,-110.51
1648531525793,-98.25
1648531525808,-85.82
1648531525824,-73.02
1648531525840,-60.01
1648531525855,-47.67
1648531525871,-37.24
1648531525886,-29.58
1648531525902,-24.45
1648531525918,-20.49
1648531525933,-15.7
1648531525949,-8.43
1648531525965,1.99
1648531525980,15.24
1648531525996,30.51
1648531526011,47.2
1648531526027,65.36
1648531526043,85.49
1648531526058,108.13
1648531526074,133.38
1648531526090,160.7
1648531526105,189.07
1648531526121,217.26
1648531526136,243.95
1648531526152,267.83
1648531526168,287.5
1648531526183,301.5
1648531526199,308.54
1648531526215,307.63
1648531526230,298.2
1648531526246,280.4
1648531526261,255.34
1648531526277,225.36
1648531526293,194.05
1648531526308,165.72
1648531526324,144.53
1648531526340,133.4
1648531526355,132.88
1648531526371,140.76
1648531526386,152.24
1648531526402,160.82
1648531526418,159.65
1648531526433,143.3
1648531526449,109.42
1648531526465,59.87
1648531526480,0.74
1648531526496,-59.11
1648531526511,-110.48
1648531526527,-146.38
1648531526543,-163.5
1648531526558,-162.21
1648531526574,-145.43
1648531526590,-117.09
1648531526605,-81.21
1648531526621,-41.78
1648531526636,-2.96
1648531526652,30.92
1648531526668,56.11
1648531526683,70.51
1648531526699,74.48
1648531526715,70.73
1648531526730,63.29
1648531526746,55.87
1648531526761,50.65
1648531526777,47.85
1648531526793,46.32
1648531526808,44.43
1648531526824,41.12
1648531526840,36.28
1648531526855,30.62
1648531526871,25.17
1648531526886,20.59
1648531526902,16.84
1648531526918,13.26
1648531526933,9.1
1648531526949,3.89
1648531526965,-2.19
1648531526980,-8.49
1648531526996,-14.23
1648531527011,-18.89
1648531527027,-22.38
1648531527043,-24.97
1648531527058,-27.07
1648531527074,-28.97
1648531527090,-30.74
1648531527105,-32.24
1648531527121,-33.15
1648531527136,-33.18
1648531527152,-32.13
1648531527168,-30.02
1648531527183,-27.13
1648531527199,-24.05
1648531527215,-21.48
1648531527230,-20.07
1648531527246,-20.15
1648531527261,-21.62
1648531527277,-24.03
1648531527293,-26.84
1648531527308,-29.65
1648531527324,-32.3
1648531527340,-34.79
1648531527355,-37.12
1648531527371,-39.16
1648531527386,-40.69
1648531527402,-41.62
1648531527418,-42.09
1648531527433,-42.5
1648531527449,-43.27
1648531527465,-44.62
1648531527480,-46.39
1648531527496,-48.11
1648531527511,-49.25
1648531527527,-49.54
1648531527543,-49.15
1648531527558,-48.56
1648531527574,-48.41
1648531527590,-49.21
1648531527605,-51.16
1648531527621,-54.19
1648531527636,-57.94
1648531527652,-62.03
1648531527668,-66.13
1648531527683,-70.09
1648531527699,-73.81
1648531527715,-77.25
1648531527730,-80.3
1648531527746,-82.68
1648531527761,-83.97
1648531527777,-83.55
1648531527793,-80.8
1648531527808,-75.09
1648531527824,-66.11
1648531527840,-53.99
1648531527855,-39.42
1648531527871,-23.6
1648531527886,-7.94
1648531527902,6.27
1648531527918,18.17
1648531527933,27.41
1648531527949,34.15
1648531527965,38.79
1648531527980,41.83
1648531527996,43.76
1648531528011,44.89
1648531528027,45.49
1648531528043,45.75
1648531528058,45.84
1648531528074,45.91
1648531528090,46.14
1648531528105,46.56
1648531528121,47.07
1648531528136,47.39
1648531528152,47.18
1648531528168,46.22
1648531528183,44.57
1648531528199,42.63
1648531528215,40.97
1648531528230,40.06
1648531528246,40.07
1648531528261,40.81
1648531528277,41.8
1648531528293,42.39
1648531528308,42.01
1648531528324,40.15
1648531528340,36.58
1648531528355,31.39
1648531528371,25.11
1648531528386,18.66
1648531528402,13.14
1648531528418,9.47
1648531528433,8.08
1648531528449,8.77
1648531528465,10.81
1648531528480,13.27
1648531528496,15.33
1648531528511,16.44
1648531528527,16.37
1648531528543,15.1
1648531528558,12.68
1648531528574,9.22
1648531528590,4.97
1648531528605,0.27
1648531528621,-4.51
1648531528636,-9.09
1648531528652,-13.47
1648531528668,-17.99
1648531528683,-23.21
1648531528699,-29.62
1648531528715,-37.32
1648531528730,-45.86
1648531528746,-54.32
1648531528761,-61.6
1648531528777,-66.91
1648531528793,-70.16
1648531528808,-72.06
1648531528824,-74.05
1648531528840,-77.79
1648531528855,-84.67
1648531528871,-95.41
1648531528886,-109.83
1648531528902,-126.9
1648531528918,-144.92
1648531528933,-161.8
1648531528949,-175.29
1648531528965,-183.48
1648531528980,-185.23
1648531528996,-180.53
1648531529011,-170.58
1648531529027,-157.41
1648531529043,-143.17
1648531529058,-129.32
1648531529074,-116.25
1648531529090,-103.51
1648531529105,-90.36
1648531529121,-76.54
1648531529136,-62.68
1648531529152,-50.05
1648531529168,-40.03
1648531529183,-33.42
1648531529199,-30.13
1648531529215,-29.33
1648531529230,-29.93
1648531529246,-30.99
1648531529261,-31.89
1648531529277,-32.2
1648531529293,-31.55
1648531529308,-29.44
1648531529324,-25.46
1648531529340,-19.48
1648531529355,-11.91
1648531529371,-3.57
1648531529386,4.44
1648531529402,11.15
1648531529418,15.8
1648531529433,17.77
1648531529449,16.37
1648531529465,10.75
1648531529480,0.15
1648531529496,-15.39
1648531529511,-34.34
1648531529527,-53.31
1648531529543,-67.58
1648531529558,-72.44
1648531529574,-64.73
1648531529590,-44.05
1648531529605,-13.0
1648531529621,23.81
1648531529636,61.2
1648531529652,94.8
1648531529668,121.85
1648531529683,141.13
1648531529699,152.26
1648531529715,155.25
1648531529730,150.31
1648531529746,138.21
1648531529761,120.68
1648531529777,100.46
1648531529793,80.79
1648531529808,64.45
1648531529824,53.04
1648531529840,46.86
1648531529855,45.4
1648531529871,48.26
1648531529886,55.65
1648531529902,68.15
1648531529918,85.81
1648531529933,107.19
1648531529949,129.05
1648531529965,147.2
1648531529980,158.05
1648531529996,160.21
1648531530011,155.03
1648531530027,146.05
1648531530043,137.4
1648531530058,132.29
1648531530074,132.2
1648531530090,137.02
1648531530105,145.75
1648531530121,157.2
1648531530136,170.06
1648531530152,182.72
1648531530168,193.19
1648531530183,199.44
1648531530199,200.29
1648531530215,196.0
1648531530230,188.26
1648531530246,179.32
1648531530261,170.66
1648531530277,162.23
1648531530293,152.72
1648531530308,140.71
1648531530324,125.84
1648531530340,109.15
1648531530355,92.27
1648531530371,76.11
1648531530386,60.1
1648531530402,42.62
1648531530418,22.47
1648531530433,0.18
1648531530449,-21.75
1648531530465,-40.0
1648531530480,-52.07
1648531530496,-57.53
1648531530511,-57.9
1648531530527,-55.44
1648531530543,-51.75
1648531530558,-47.08
1648531530574,-40.74
1648531530590,-32.36
1648531530605,-22.98
1648531530621,-15.19
1648531530636,-12.45
1648531530652,-17.71
1648531530668,-32.06
1648531530683,-53.88
1648531530699,-78.98
1648531530715,-101.62
1648531530730,-116.33
1648531530746,-119.75
1648531530761,-111.64
1648531530777,-94.77
1648531530793,-73.39
1648531530808,-51.51
1648531530824,-31.37
1648531530840,-13.26
1648531530855,3.69
1648531530871,20.17
